date,vehicle_total
2023-10-05,367997
2023-10-06,375328
2023-10-07,323239
2023-10-08,292015
2023-10-09,367267
2023-10-10,372710
2023-10-11,377033
2023-10-12,365820
2023-10-13,376613
2023-10-14,313866
2023-10-15,273712
2023-10-16,365950
2023-10-17,379208
2023-10-18,385362
2023-10-19,385194
2023-10-20,372061
2023-10-21,323546
2023-10-22,279915
2023-10-23,369209
2023-10-24,374896
2023-10-25,373206
2023-10-26,385767
2023-10-27,374179
2023-10-28,308910
2023-10-29,273226
2023-10-30,356105
2023-10-31,380349
2023-11-01,242736
2023-11-02,368464
2023-11-03,371056
2023-11-04,294112
2023-11-05,255905
2023-11-06,358557
2023-11-07,370181
2023-11-08,370026
2023-11-09,371358
2023-11-10,375363
2023-11-11,285957
2023-11-12,261428
2023-11-13,345468
2023-11-14,367196
2023-11-15,373878
2023-11-16,382296
2023-11-17,372166
2023-11-18,325286
2023-11-19,281833
2023-11-20,359653
2023-11-21,364832
2023-11-22,374431
2023-11-23,375425
2023-11-24,373336
2023-11-25,302471
2023-11-26,248236
2023-11-27,342913
2023-11-28,369126
2023-11-29,357639
2023-11-30,374593
2023-12-01,378297
2023-12-02,309487
2023-12-03,284081
2023-12-04,333992
2023-12-05,359237
2023-12-06,372633
2023-12-07,385302
2023-12-08,393572
2023-12-09,314761
2023-12-10,281797
2023-12-11,354929
2023-12-12,362021
2023-12-13,369629
2023-12-14,377825
2023-12-15,383964
2023-12-16,314797
2023-12-17,265507
2023-12-18,351577
2023-12-19,349414
2023-12-20,364151
2023-12-21,336891
2023-12-22,327647
2023-12-23,247743
2023-12-24,208530
2023-12-25,235931
2023-12-26,257301
2023-12-27,285278
2023-12-28,295802
2023-12-29,283506
2023-12-30,250288
2023-12-31,158913
