date,vehicle_total
2016-01-01,236558
2016-01-02,375988
2016-01-03,328693
2016-01-04,553717
2016-01-05,585829
2016-01-06,604119
2016-01-07,610358
2016-01-08,642323
2016-01-09,433792
2016-01-10,354140
2016-01-11,631220
2016-01-12,653778
2016-01-13,651305
2016-01-14,667782
2016-01-15,658871
2016-01-16,418324
2016-01-17,336751
2016-01-18,637963
2016-01-19,649193
2016-01-20,650684
2016-01-21,668010
2016-01-22,666296
2016-01-23,456177
2016-01-24,372489
2016-01-25,650375
2016-01-26,665500
2016-01-27,674108
2016-01-28,684682
2016-01-29,703845
2016-01-30,459259
2016-01-31,377364
2016-02-01,650504
2016-02-02,659714
2016-02-03,678071
2016-02-04,608770
2016-02-05,634048
2016-02-06,414397
2016-02-07,315742
2016-02-08,405958
2016-02-09,628032
2016-02-10,658229
2016-02-11,681544
2016-02-12,683153
2016-02-13,464806
2016-02-14,364581
2016-02-15,648017
2016-02-16,679485
2016-02-17,685357
2016-02-18,684735
2016-02-19,697597
2016-02-20,463305
2016-02-21,374224
2016-02-22,645939
2016-02-23,659709
2016-02-24,657227
2016-02-25,690730
2016-02-26,724400
2016-02-27,523419
2016-02-28,426461
2016-02-29,664773
2016-03-01,672355
2016-03-02,684396
2016-03-03,696358
2016-03-04,693206
2016-03-05,504933
2016-03-06,435520
2016-03-07,613218
2016-03-08,679987
2016-03-09,686633
2016-03-10,697227
2016-03-11,709352
2016-03-12,502122
2016-03-13,417455
2016-03-14,678679
2016-03-15,689574
2016-03-16,694869
2016-03-17,711302
2016-03-18,715056
2016-03-19,484436
2016-03-20,383539
2016-03-21,636988
2016-03-22,649778
2016-03-23,661500
2016-03-24,658427
2016-03-25,347942
2016-03-26,419769
2016-03-27,374295
2016-03-28,386755
2016-03-29,633530
2016-03-30,647642
2016-03-31,664891
2016-04-01,685950
2016-04-02,492748
2016-04-03,423543
2016-04-04,680260
2016-04-05,693854
2016-04-06,720754
2016-04-07,725122
2016-04-08,744970
2016-04-09,535428
2016-04-10,456552
2016-04-11,696754
2016-04-12,704399
2016-04-13,711802
2016-04-14,717546
2016-04-15,724187
2016-04-16,474945
2016-04-17,416320
2016-04-18,677466
2016-04-19,693821
2016-04-20,713792
2016-04-21,712930
2016-04-22,728103
2016-04-23,507356
2016-04-24,425640
2016-04-25,666497
2016-04-26,685935
2016-04-27,692836
2016-04-28,708052
2016-04-29,717652
2016-04-30,497485
2016-05-01,429211
2016-05-02,686625
2016-05-03,692773
2016-05-04,739424
2016-05-05,414806
2016-05-06,595941
2016-05-07,486370
2016-05-08,503945
2016-05-09,690154
2016-05-10,694057
2016-05-11,695620
2016-05-12,700181
2016-05-13,726324
2016-05-14,487047
2016-05-15,391605
2016-05-16,395789
2016-05-17,705572
2016-05-18,706497
2016-05-19,703098
2016-05-20,715169
2016-05-21,534896
2016-05-22,440509
2016-05-23,668038
2016-05-24,693211
2016-05-25,736273
2016-05-26,409193
2016-05-27,606441
2016-05-28,479543
2016-05-29,442000
2016-05-30,668081
2016-05-31,705214
2016-06-01,685845
2016-06-02,709502
2016-06-03,721110
2016-06-04,504006
2016-06-05,447636
2016-06-06,682857
2016-06-07,672142
2016-06-08,705891
2016-06-09,710652
2016-06-10,715673
2016-06-11,488884
2016-06-12,405620
2016-06-13,662917
2016-06-14,684934
2016-06-15,692373
2016-06-16,694468
2016-06-17,700898
2016-06-18,476676
2016-06-19,429483
2016-06-20,667465
2016-06-21,656310
2016-06-22,691793
2016-06-23,699487
2016-06-24,705477
2016-06-25,465415
2016-06-26,417226
2016-06-27,662818
2016-06-28,693804
2016-06-29,704442
2016-06-30,713421
2016-07-01,714048
2016-07-02,472022
2016-07-03,438840
2016-07-04,690956
2016-07-05,698519
2016-07-06,710250
2016-07-07,709788
2016-07-08,716023
2016-07-09,500970
2016-07-10,435653
2016-07-11,665602
2016-07-12,680482
2016-07-13,683975
2016-07-14,684236
2016-07-15,694948
2016-07-16,483551
2016-07-17,431104
2016-07-18,647404
2016-07-19,652176
2016-07-20,647385
2016-07-21,664650
2016-07-22,673026
2016-07-23,482759
2016-07-24,437402
2016-07-25,639369
2016-07-26,644379
2016-07-27,661747
2016-07-28,677860
2016-07-29,678756
2016-07-30,484539
2016-07-31,418519
2016-08-01,640589
2016-08-02,636078
2016-08-03,636745
2016-08-04,655613
2016-08-05,655282
2016-08-06,473386
2016-08-07,452256
2016-08-08,631709
2016-08-09,642534
2016-08-10,646425
2016-08-11,654827
2016-08-12,653494
2016-08-13,459677
2016-08-14,427315
2016-08-15,653184
2016-08-16,679815
2016-08-17,676053
2016-08-18,689008
2016-08-19,712369
2016-08-20,498210
2016-08-21,431967
2016-08-22,678769
2016-08-23,701435
2016-08-24,701312
2016-08-25,709294
2016-08-26,713607
2016-08-27,509648
2016-08-28,454987
2016-08-29,679211
2016-08-30,701341
2016-08-31,713584
2016-09-01,720203
2016-09-02,723665
2016-09-03,537353
2016-09-04,447690
2016-09-05,679882
2016-09-06,689702
2016-09-07,697072
2016-09-08,697095
2016-09-09,721182
2016-09-10,516182
2016-09-11,460918
2016-09-12,671723
2016-09-13,688612
2016-09-14,693413
2016-09-15,701614
2016-09-16,723757
2016-09-17,508977
2016-09-18,459429
2016-09-19,672032
2016-09-20,680814
2016-09-21,699335
2016-09-22,697416
2016-09-23,707168
2016-09-24,528357
2016-09-25,473350
2016-09-26,656878
2016-09-27,694427
2016-09-28,711858
2016-09-29,716491
2016-09-30,735015
2016-10-01,521227
2016-10-02,423965
2016-10-03,417683
2016-10-04,688386
2016-10-05,688832
2016-10-06,695370
2016-10-07,702948
2016-10-08,501619
2016-10-09,441898
2016-10-10,649713
2016-10-11,652938
2016-10-12,666998
2016-10-13,677106
2016-10-14,689012
2016-10-15,504856
2016-10-16,470930
2016-10-17,655154
2016-10-18,667363
2016-10-19,666140
2016-10-20,680977
2016-10-21,695449
2016-10-22,498155
2016-10-23,442572
2016-10-24,664290
2016-10-25,681391
2016-10-26,682509
2016-10-27,706113
2016-10-28,717388
2016-10-29,506802
2016-10-30,429638
2016-10-31,601664
2016-11-01,381167
2016-11-02,672974
2016-11-03,678751
2016-11-04,704185
2016-11-05,474467
2016-11-06,401133
2016-11-07,648610
2016-11-08,668234
2016-11-09,671295
2016-11-10,674753
2016-11-11,682626
2016-11-12,485171
2016-11-13,401828
2016-11-14,665297
2016-11-15,659631
2016-11-16,666554
2016-11-17,682289
2016-11-18,691751
2016-11-19,477642
2016-11-20,381949
2016-11-21,644560
2016-11-22,670434
2016-11-23,687805
2016-11-24,695171
2016-11-25,702307
2016-11-26,531655
2016-11-27,442895
2016-11-28,662006
2016-11-29,678852
2016-11-30,693363
2016-12-01,692606
2016-12-02,696354
2016-12-03,508689
2016-12-04,444813
2016-12-05,663524
2016-12-06,662023
2016-12-07,681264
2016-12-08,678368
2016-12-09,664554
2016-12-10,489076
2016-12-11,415639
2016-12-12,645628
2016-12-13,654960
2016-12-14,667896
2016-12-15,697953
2016-12-16,706882
2016-12-17,484611
2016-12-18,403562
2016-12-19,660168
2016-12-20,669445
2016-12-21,663896
2016-12-22,639400
2016-12-23,568688
2016-12-24,335704
2016-12-25,368569
2016-12-26,398564
2016-12-27,487655
2016-12-28,506405
2016-12-29,503737
2016-12-30,488985
2016-12-31,278471
