date,vehicle_total
2008-11-13,619721
2008-11-14,633917
2008-11-15,423453
2008-11-16,341030
2008-11-17,598792
2008-11-18,609352
2008-11-19,626228
2008-11-20,627745
2008-11-21,604338
2008-11-22,381039
2008-11-23,293731
2008-11-24,557997
2008-11-25,594675
2008-11-26,608104
2008-11-27,620060
2008-11-28,645410
2008-11-29,447776
2008-11-30,366567
2008-12-01,600304
2008-12-02,594665
2008-12-03,582238
2008-12-04,612360
2008-12-05,631814
2008-12-06,429273
2008-12-07,378801
2008-12-08,605805
2008-12-09,595175
2008-12-10,608777
2008-12-11,621753
2008-12-12,636637
2008-12-13,420862
2008-12-14,355426
2008-12-15,594276
2008-12-16,604791
2008-12-17,599186
2008-12-18,612011
2008-12-19,619263
2008-12-20,393604
2008-12-21,308477
2008-12-22,505934
2008-12-23,461083
2008-12-24,277557
2008-12-25,295730
2008-12-26,328836
2008-12-27,351110
2008-12-28,283953
2008-12-29,406693
2008-12-30,406078
2008-12-31,239766
