TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4907;5007;05;A;  59;040101; 4;s;01;  112;-;   91;-;    0;-;    1;-;  112;-;  108;-;    4;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   90;-;   87;-;    3;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-
4907;5007;05;A;  59;040101; 4;s;02;  289;-;  246;-;    0;-;    0;-;  287;-;  281;-;    6;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    1;-;  245;-;  240;-;    5;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-
4907;5007;05;A;  59;040101; 4;s;03;  327;-;  238;-;    1;-;    2;-;  326;-;  319;-;    7;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;  236;-;  230;-;    6;-;    0;-;    0;-;    0;-;    2;-;    0;-;    0;-;    0;-
4907;5007;05;A;  59;040101; 4;s;04;  226;-;  210;-;    1;-;    0;-;  225;-;  219;-;    6;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-;  210;-;  200;-;   10;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4907;5007;05;A;  59;040101; 4;s;05;  188;-;  164;-;    0;-;    1;-;  187;-;  181;-;    6;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;  162;-;  159;-;    2;-;    1;-;    1;-;    0;-;    0;-;    1;-;    1;-;    0;-
4907;5007;05;A;  59;040101; 4;s;06;  122;-;  112;-;    2;-;    0;-;  119;-;  116;-;    3;-;    0;-;    1;-;    0;-;    0;-;    2;-;    2;-;    0;-;  112;-;  109;-;    2;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4907;5007;05;A;  59;040101; 4;s;07;   77;-;   79;-;    1;-;    0;-;   75;-;   72;-;    3;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-;   79;-;   75;-;    4;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4907;5007;05;A;  59;040101; 4;s;08;   52;-;   72;-;    0;-;    6;-;   52;-;   49;-;    3;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   66;-;   65;-;    1;-;    0;-;    0;-;    2;-;    1;-;    3;-;    3;-;    0;-
4907;5007;05;A;  59;040101; 4;s;09;   39;-;   74;-;    1;-;    3;-;   38;-;   34;-;    4;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;   71;-;   68;-;    3;-;    0;-;    0;-;    2;-;    1;-;    0;-;    0;-;    0;-
4907;5007;05;A;  59;040101; 4;s;10;   80;-;  100;-;    0;-;    1;-;   79;-;   75;-;    4;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;   99;-;   97;-;    0;-;    2;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-
