date,vehicle_total
2003-04-25,593295
2003-04-26,393634
2003-04-27,356084
2003-04-28,594180
2003-04-29,605036
2003-04-30,638210
2003-05-01,319133
2003-05-02,523976
2003-05-03,394085
2003-05-04,399598
2003-05-05,593229
2003-05-06,592929
2003-05-07,611636
2003-05-08,608689
2003-05-09,624648
2003-05-10,427357
2003-05-11,422282
2003-05-12,590988
2003-05-13,593062
2003-05-14,612216
2003-05-15,614245
2003-05-16,636843
2003-05-17,419490
2003-05-18,384485
2003-05-19,591208
2003-05-20,599808
2003-05-21,601601
2003-05-22,602781
2003-05-23,635233
2003-05-24,416591
2003-05-25,384626
2003-05-26,590293
2003-05-27,595814
2003-05-28,639449
2003-05-29,356760
2003-05-30,487313
2003-05-31,376122
2003-06-01,394491
2003-06-02,582364
2003-06-03,582521
2003-06-04,588523
2003-06-05,600033
2003-06-06,628048
2003-06-07,397914
2003-06-08,324293
2003-06-09,364281
2003-06-10,592050
2003-06-11,592605
2003-06-12,599020
2003-06-13,617265
2003-06-14,415577
2003-06-15,382348
2003-06-16,597285
2003-06-17,594217
2003-06-18,631826
2003-06-19,341750
2003-06-20,534781
2003-06-21,399533
2003-06-22,384188
2003-06-23,582031
2003-06-24,588715
2003-06-25,601867
2003-06-26,605046
2003-06-27,628188
2003-06-28,423351
2003-06-29,394454
2003-06-30,589778
2003-07-01,593750
2003-07-02,601774
2003-07-03,606686
2003-07-04,629503
2003-07-05,419160
2003-07-06,387218
2003-07-07,587268
2003-07-08,591442
2003-07-09,602620
2003-07-10,610704
2003-07-11,623913
2003-07-12,434768
2003-07-13,416561
2003-07-14,610054
2003-07-15,600505
2003-07-16,596303
2003-07-17,609249
2003-07-18,635437
2003-07-19,428146
2003-07-20,375756
2003-07-21,582274
2003-07-22,589686
2003-07-23,605222
2003-07-24,609057
2003-07-25,629460
2003-07-26,423868
2003-07-27,385019
2003-07-28,602413
2003-07-29,608337
2003-07-30,617936
2003-07-31,628242
2003-08-01,625303
2003-08-02,428982
2003-08-03,394068
2003-08-04,577711
2003-08-05,576395
2003-08-06,564525
2003-08-07,567319
2003-08-08,575312
2003-08-09,371325
2003-08-10,348533
2003-08-11,536873
2003-08-12,539102
2003-08-13,548003
2003-08-14,566159
2003-08-15,582060
2003-08-16,396692
2003-08-17,372833
2003-08-18,539757
2003-08-19,549018
2003-08-20,566612
2003-08-21,568544
2003-08-22,579446
2003-08-23,393862
2003-08-24,362944
2003-08-25,546789
2003-08-26,558527
2003-08-27,571054
2003-08-28,571919
2003-08-29,582404
2003-08-30,412489
2003-08-31,383474
2003-09-01,551106
2003-09-02,557253
2003-09-03,569063
2003-09-04,577889
2003-09-05,592489
2003-09-06,413929
2003-09-07,396149
2003-09-08,554603
2003-09-09,572415
2003-09-10,574863
2003-09-11,594076
2003-09-12,615449
2003-09-13,446996
2003-09-14,397934
2003-09-15,584686
2003-09-16,583363
2003-09-17,605031
2003-09-18,606618
2003-09-19,626331
2003-09-20,445025
2003-09-21,412900
2003-09-22,580052
2003-09-23,578509
2003-09-24,596502
2003-09-25,603741
2003-09-26,624907
2003-09-27,431831
2003-09-28,382382
2003-09-29,585686
2003-09-30,598949
2003-10-01,597454
2003-10-02,633923
2003-10-03,364874
2003-10-04,394893
2003-10-05,384352
2003-10-06,581476
2003-10-07,583817
2003-10-08,594102
2003-10-09,603003
2003-10-10,624629
2003-10-11,431699
2003-10-12,400223
2003-10-13,600769
2003-10-14,605410
2003-10-15,620833
2003-10-16,623522
2003-10-17,646804
2003-10-18,445637
2003-10-19,389120
2003-10-20,582120
2003-10-21,569851
2003-10-22,586172
2003-10-23,593032
2003-10-24,597368
2003-10-25,404992
2003-10-26,359453
2003-10-27,568986
2003-10-28,587005
2003-10-29,600253
2003-10-30,598103
2003-10-31,611766
2003-11-01,376765
2003-11-02,369350
2003-11-03,587774
2003-11-04,595457
2003-11-05,609759
2003-11-06,612046
2003-11-07,628750
2003-11-08,429965
2003-11-09,377735
2003-11-10,587873
2003-11-11,590737
2003-11-12,606199
2003-11-13,607867
2003-11-14,634432
2003-11-15,422440
2003-11-16,345459
2003-11-17,593824
2003-11-18,594772
2003-11-19,613189
2003-11-20,622531
2003-11-21,641186
2003-11-22,440081
2003-11-23,347247
2003-11-24,591339
2003-11-25,594940
2003-11-26,611665
2003-11-27,611966
2003-11-28,634012
2003-11-29,452718
2003-11-30,383534
2003-12-01,595646
2003-12-02,608662
2003-12-03,615514
2003-12-04,616505
2003-12-05,632468
2003-12-06,435560
2003-12-07,392524
2003-12-08,593104
2003-12-09,605298
2003-12-10,611929
2003-12-11,603399
2003-12-12,626520
2003-12-13,408774
2003-12-14,345545
2003-12-15,584409
2003-12-16,599683
2003-12-17,611413
2003-12-18,611869
2003-12-19,620007
2003-12-20,392871
2003-12-21,293365
2003-12-22,492534
2003-12-23,436595
2003-12-24,267721
2003-12-25,285811
2003-12-26,314210
2003-12-27,335382
2003-12-28,276708
2003-12-29,409619
2003-12-30,407047
2003-12-31,243929
