TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4807;5658;05;A;  46;070101; 1;s;01;  368;-;  637;s;    2;-;    8;s;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a
4807;5658;05;A;  46;070101; 1;s;02;  935;-;  463;s;    2;-;    6;s;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a
4807;5658;05;A;  46;070101; 1;s;03;  916;-;  289;s;    2;-;    4;s;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a
4807;5658;05;A;  46;070101; 1;s;04;  739;-;  201;s;    3;-;    3;s;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a
4807;5658;05;A;  46;070101; 1;s;05;  484;-;  174;s;    1;-;    3;s;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a
4807;5658;05;A;  46;070101; 1;s;06;  405;-;  227;s;    1;-;    5;s;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a
4807;5658;05;A;  46;070101; 1;s;07;  314;-;  220;s;    3;-;    7;s;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a
4807;5658;05;A;  46;070101; 1;s;08;  230;-;  237;s;    4;-;    7;s;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a
4807;5658;05;A;  46;070101; 1;s;09;  214;-;  422;s;    9;-;    7;s;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a
4807;5658;05;A;  46;070101; 1;s;10;  239;-;  790;s;   15;-;    9;s;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a;    0;a;   -1;x;   -1;x;   -1;x;    0;a;    0;a;    0;a;    0;a;   -1;x;    0;a
