date,vehicle_total
2006-01-01,231073
2006-01-02,467924
2006-01-03,492242
2006-01-04,514117
2006-01-05,523356
2006-01-06,544432
2006-01-07,360651
2006-01-08,305073
2006-01-09,549068
2006-01-10,573543
2006-01-11,574351
2006-01-12,582914
2006-01-13,602726
2006-01-14,389427
2006-01-15,316130
2006-01-16,575111
2006-01-17,567884
2006-01-18,591490
2006-01-19,594623
2006-01-20,636169
2006-01-21,442150
2006-01-22,345769
2006-01-23,586109
2006-01-24,588035
2006-01-25,565462
2006-01-26,565308
2006-01-27,618175
2006-01-28,413508
2006-01-29,346773
2006-01-30,576534
2006-01-31,585867
2006-02-01,588478
2006-02-02,588722
2006-02-03,608191
2006-02-04,383232
2006-02-05,317819
2006-02-06,566246
2006-02-07,583161
2006-02-08,592131
2006-02-09,585486
2006-02-10,608313
2006-02-11,386461
2006-02-12,324091
2006-02-13,577740
2006-02-14,593728
2006-02-15,594412
2006-02-16,597722
2006-02-17,632709
2006-02-18,408572
2006-02-19,341454
2006-02-20,577573
2006-02-21,582369
2006-02-22,600118
2006-02-23,547446
2006-02-24,576424
2006-02-25,375930
2006-02-26,282241
2006-02-27,342491
2006-02-28,526273
2006-03-01,554823
2006-03-02,586324
2006-03-03,604207
2006-03-04,398532
2006-03-05,334574
2006-03-06,578640
2006-03-07,602843
2006-03-08,590712
2006-03-09,596556
2006-03-10,625474
2006-03-11,388433
2006-03-12,328175
2006-03-13,578537
2006-03-14,593412
2006-03-15,608846
2006-03-16,612911
2006-03-17,636326
2006-03-18,443160
2006-03-19,371793
2006-03-20,591038
2006-03-21,608888
2006-03-22,610809
2006-03-23,615090
2006-03-24,631557
2006-03-25,423224
2006-03-26,369318
2006-03-27,596664
2006-03-28,605738
2006-03-29,612718
2006-03-30,613509
2006-03-31,642880
2006-04-01,436935
2006-04-02,364346
2006-04-03,599921
2006-04-04,614564
2006-04-05,619466
2006-04-06,637918
2006-04-07,664224
2006-04-08,437231
2006-04-09,364868
2006-04-10,582115
2006-04-11,587288
2006-04-12,598056
2006-04-13,601834
2006-04-14,312164
2006-04-15,360091
2006-04-16,322214
2006-04-17,359745
2006-04-18,575036
2006-04-19,592328
2006-04-20,595612
2006-04-21,608165
2006-04-22,419835
2006-04-23,366872
2006-04-24,605023
2006-04-25,612747
2006-04-26,619139
2006-04-27,632667
2006-04-28,662592
2006-04-29,428212
2006-04-30,336531
2006-05-01,332816
2006-05-02,609236
2006-05-03,622188
2006-05-04,622812
2006-05-05,643509
2006-05-06,434432
2006-05-07,381385
2006-05-08,594910
2006-05-09,592731
2006-05-10,614843
2006-05-11,621149
2006-05-12,633783
2006-05-13,438695
2006-05-14,413080
2006-05-15,598043
2006-05-16,607325
2006-05-17,619303
2006-05-18,617144
2006-05-19,640038
2006-05-20,417063
2006-05-21,364487
2006-05-22,594283
2006-05-23,608883
2006-05-24,653591
2006-05-25,329507
2006-05-26,519685
2006-05-27,391724
2006-05-28,370288
2006-05-29,585175
2006-05-30,599091
2006-05-31,620272
2006-06-01,628310
2006-06-02,647134
2006-06-03,409748
2006-06-04,352783
2006-06-05,359435
2006-06-06,615250
2006-06-07,620220
2006-06-08,628645
2006-06-09,610526
2006-06-10,416184
2006-06-11,362995
2006-06-12,597513
2006-06-13,599863
2006-06-14,627799
2006-06-15,329058
2006-06-16,555335
2006-06-17,398959
2006-06-18,375513
2006-06-19,603919
2006-06-20,587975
2006-06-21,631137
2006-06-22,635754
2006-06-23,645013
2006-06-24,397537
2006-06-25,353232
2006-06-26,587184
2006-06-27,588613
2006-06-28,606191
2006-06-29,613939
2006-06-30,581459
2006-07-01,402025
2006-07-02,361178
2006-07-03,565998
2006-07-04,550748
2006-07-05,579187
2006-07-06,583152
2006-07-07,603593
2006-07-08,380513
2006-07-09,327069
2006-07-10,567702
2006-07-11,564372
2006-07-12,580455
2006-07-13,585034
2006-07-14,610458
2006-07-15,411781
2006-07-16,365334
2006-07-17,559104
2006-07-18,556566
2006-07-19,562896
2006-07-20,569264
2006-07-21,596668
2006-07-22,405639
2006-07-23,378131
2006-07-24,563254
2006-07-25,562981
2006-07-26,559743
2006-07-27,569405
2006-07-28,594922
2006-07-29,407925
2006-07-30,360605
2006-07-31,572206
2006-08-01,580533
2006-08-02,590129
2006-08-03,613833
2006-08-04,617641
2006-08-05,421079
2006-08-06,384525
2006-08-07,589370
2006-08-08,596541
2006-08-09,608064
2006-08-10,607729
2006-08-11,624882
2006-08-12,419152
2006-08-13,384234
2006-08-14,578102
2006-08-15,589833
2006-08-16,603447
2006-08-17,606572
2006-08-18,629355
2006-08-19,429986
2006-08-20,387212
2006-08-21,582944
2006-08-22,585418
2006-08-23,601229
2006-08-24,609062
2006-08-25,645210
2006-08-26,454720
2006-08-27,422202
2006-08-28,587095
2006-08-29,598692
2006-08-30,613718
2006-08-31,621022
2006-09-01,647483
2006-09-02,464577
2006-09-03,399651
2006-09-04,583033
2006-09-05,585236
2006-09-06,597271
2006-09-07,601370
2006-09-08,626513
2006-09-09,428153
2006-09-10,395487
2006-09-11,579468
2006-09-12,581845
2006-09-13,597895
2006-09-14,611539
2006-09-15,637448
2006-09-16,439534
2006-09-17,398381
2006-09-18,580239
2006-09-19,589364
2006-09-20,608656
2006-09-21,611785
2006-09-22,643400
2006-09-23,444162
2006-09-24,393600
2006-09-25,598134
2006-09-26,609792
2006-09-27,617065
2006-09-28,625162
2006-09-29,655025
2006-09-30,453783
2006-10-01,366250
2006-10-02,508031
2006-10-03,334704
2006-10-04,587400
2006-10-05,581751
2006-10-06,599497
2006-10-07,400783
2006-10-08,371811
