date,diesel,e5,e10
2017-04-27,1.165,1.392,1.372
2017-04-26,1.157,1.387,1.367
2017-04-25,1.173,1.4,1.38
2017-04-24,1.194,1.417,1.397
2017-04-23,1.183,1.407,1.387
2017-04-22,1.198,1.426,1.406
2017-04-21,1.182,1.409,1.389
2017-04-20,1.196,1.417,1.397
2017-04-19,1.201,1.418,1.398
2017-04-18,1.193,1.417,1.397
2017-04-17,1.204,1.425,1.405
2017-04-16,1.216,1.448,1.428
2017-04-15,1.198,1.416,1.396
2017-04-14,1.202,1.421,1.401
2017-04-13,1.224,1.436,1.416
2017-04-12,1.21,1.426,1.406
2017-04-11,1.187,1.417,1.396
2017-04-10,1.186,1.416,1.396
2017-04-09,1.189,1.422,1.402
2017-04-08,1.182,1.415,1.395
2017-04-07,1.177,1.408,1.388
2017-04-06,1.174,1.405,1.385
2017-04-05,1.171,1.401,1.381
2017-04-04,1.169,1.392,1.372
2017-04-03,1.171,1.396,1.376
2017-04-02,1.171,1.39,1.37
2017-04-01,1.178,1.406,1.386
2017-03-31,1.164,1.39,1.37
2017-03-30,1.159,1.38,1.36
2017-03-29,1.156,1.372,1.352
2017-03-28,1.157,1.368,1.348
2017-03-27,1.158,1.364,1.344
2017-03-26,1.172,1.378,1.358
2017-03-25,1.16,1.365,1.345
2017-03-24,1.158,1.359,1.339
2017-03-23,1.144,1.346,1.326
2017-03-22,1.144,1.35,1.33
2017-03-21,1.159,1.357,1.337
2017-03-20,1.172,1.366,1.346
2017-03-19,1.176,1.371,1.351
2017-03-18,1.181,1.374,1.354
2017-03-17,1.167,1.364,1.344
2017-03-16,1.17,1.366,1.346
2017-03-15,1.177,1.37,1.35
2017-03-14,1.171,1.373,1.353
2017-03-13,1.163,1.372,1.352
2017-03-12,1.174,1.387,1.367
2017-03-11,1.192,1.394,1.374
2017-03-10,1.167,1.373,1.353
2017-03-09,1.181,1.382,1.362
2017-03-08,1.191,1.388,1.368
2017-03-07,1.198,1.386,1.366
2017-03-06,1.214,1.405,1.385
2017-03-05,1.213,1.402,1.382
2017-03-04,1.201,1.403,1.383
2017-03-03,1.197,1.406,1.386
2017-03-02,1.203,1.411,1.391
2017-03-01,1.197,1.405,1.385
2017-02-28,1.203,1.415,1.395
2017-02-27,1.201,1.411,1.391
2017-02-26,1.198,1.416,1.396
2017-02-25,1.201,1.417,1.397
2017-02-24,1.198,1.413,1.393
2017-02-23,1.2,1.422,1.402
2017-02-22,1.197,1.419,1.399
2017-02-21,1.195,1.418,1.398
2017-02-20,1.207,1.43,1.41
2017-02-19,1.2,1.419,1.399
2017-02-18,1.19,1.41,1.39
2017-02-17,1.196,1.42,1.4
2017-02-16,1.193,1.415,1.395
2017-02-15,1.187,1.409,1.389
2017-02-14,1.196,1.412,1.392
2017-02-13,1.199,1.415,1.395
2017-02-12,1.194,1.414,1.394
2017-02-11,1.197,1.415,1.395
2017-02-10,1.193,1.41,1.39
2017-02-09,1.193,1.402,1.382
2017-02-08,1.197,1.409,1.389
2017-02-07,1.19,1.4,1.38
2017-02-06,1.191,1.404,1.384
2017-02-05,1.198,1.412,1.392
2017-02-04,1.204,1.416,1.396
2017-02-03,1.194,1.408,1.388
2017-02-02,1.194,1.408,1.388
2017-02-01,1.192,1.399,1.379
2017-01-31,1.194,1.405,1.385
2017-01-30,1.198,1.408,1.388
2017-01-29,1.189,1.396,1.376
2017-01-28,1.189,1.399,1.379
2017-01-27,1.185,1.396,1.376
2017-01-26,1.19,1.405,1.385
2017-01-25,1.186,1.398,1.378
2017-01-24,1.188,1.4,1.38
2017-01-23,1.198,1.407,1.387
2017-01-22,1.196,1.406,1.386
2017-01-21,1.197,1.406,1.386
2017-01-20,1.195,1.405,1.385
2017-01-19,1.195,1.399,1.379
2017-01-18,1.199,1.402,1.382
2017-01-17,1.206,1.409,1.389
2017-01-16,1.198,1.398,1.378
2017-01-15,1.199,1.4,1.38
2017-01-14,1.192,1.396,1.376
2017-01-13,1.189,1.393,1.373
2017-01-12,1.188,1.393,1.373
2017-01-11,1.192,1.392,1.372
2017-01-10,1.206,1.402,1.382
2017-01-09,1.21,1.405,1.385
2017-01-08,1.209,1.403,1.383
2017-01-07,1.213,1.409,1.389
2017-01-06,1.205,1.401,1.381
2017-01-05,1.208,1.406,1.386
2017-01-04,1.21,1.406,1.386
2017-01-03,1.203,1.395,1.375
2017-01-02,1.21,1.402,1.382
2017-01-01,1.235,1.426,1.406
