date,diesel,e5,e10
2018-06-06,1.293,1.473,1.453
2018-06-05,1.296,1.473,1.453
2018-06-04,1.295,1.474,1.454
2018-06-03,1.306,1.49,1.471
2018-06-02,1.3,1.481,1.461
2018-06-01,1.307,1.488,1.468
2018-05-31,1.315,1.494,1.474
2018-05-30,1.308,1.487,1.467
2018-05-29,1.301,1.487,1.467
2018-05-28,1.307,1.494,1.474
2018-05-27,1.314,1.502,1.482
2018-05-26,1.296,1.483,1.463
2018-05-25,1.304,1.491,1.471
2018-05-24,1.292,1.486,1.466
2018-05-23,1.298,1.49,1.471
2018-05-22,1.302,1.494,1.474
2018-05-21,1.301,1.489,1.469
2018-05-20,1.315,1.51,1.49
2018-05-19,1.292,1.48,1.46
2018-05-18,1.299,1.48,1.46
2018-05-17,1.291,1.473,1.454
2018-05-16,1.284,1.467,1.447
2018-05-15,1.279,1.467,1.447
2018-05-14,1.264,1.455,1.435
2018-05-13,1.291,1.481,1.461
2018-05-12,1.263,1.457,1.437
2018-05-11,1.271,1.461,1.442
2018-05-10,1.267,1.459,1.439
2018-05-09,1.237,1.43,1.41
2018-05-08,1.251,1.441,1.421
2018-05-07,1.24,1.435,1.415
2018-05-06,1.264,1.455,1.435
2018-05-05,1.236,1.426,1.406
2018-05-04,1.244,1.43,1.41
2018-05-03,1.239,1.429,1.409
2018-05-02,1.242,1.433,1.413
2018-05-01,1.25,1.445,1.425
2018-04-30,1.238,1.429,1.409
2018-04-29,1.262,1.443,1.423
2018-04-28,1.234,1.425,1.405
2018-04-27,1.237,1.426,1.406
2018-04-26,1.226,1.417,1.397
2018-04-25,1.233,1.418,1.398
2018-04-24,1.219,1.415,1.395
2018-04-23,1.216,1.406,1.386
2018-04-22,1.234,1.422,1.402
2018-04-21,1.219,1.399,1.379
2018-04-20,1.222,1.405,1.385
2018-04-19,1.207,1.401,1.381
2018-04-18,1.207,1.398,1.378
2018-04-17,1.209,1.402,1.382
2018-04-16,1.212,1.403,1.383
2018-04-15,1.206,1.395,1.375
2018-04-14,1.209,1.393,1.373
2018-04-13,1.198,1.385,1.365
2018-04-12,1.205,1.394,1.374
2018-04-11,1.193,1.383,1.363
2018-04-10,1.195,1.383,1.363
2018-04-09,1.203,1.389,1.369
2018-04-08,1.201,1.382,1.362
2018-04-07,1.188,1.377,1.357
2018-04-06,1.197,1.376,1.356
2018-04-05,1.199,1.383,1.363
2018-04-04,1.199,1.385,1.365
2018-04-03,1.196,1.375,1.355
2018-04-02,1.203,1.374,1.354
2018-04-01,1.205,1.377,1.357
2018-03-31,1.197,1.368,1.349
2018-03-30,1.207,1.378,1.358
2018-03-29,1.193,1.367,1.347
2018-03-28,1.198,1.367,1.347
2018-03-27,1.2,1.366,1.346
2018-03-26,1.185,1.354,1.334
2018-03-25,1.201,1.364,1.344
2018-03-24,1.191,1.358,1.338
2018-03-23,1.183,1.352,1.333
2018-03-22,1.176,1.343,1.323
2018-03-21,1.178,1.348,1.328
2018-03-20,1.172,1.336,1.316
2018-03-19,1.18,1.343,1.323
2018-03-18,1.181,1.341,1.321
2018-03-17,1.171,1.337,1.317
2018-03-16,1.168,1.334,1.314
2018-03-15,1.153,1.32,1.3
2018-03-14,1.167,1.329,1.309
2018-03-13,1.171,1.341,1.321
2018-03-12,1.175,1.348,1.328
2018-03-11,1.181,1.351,1.331
2018-03-10,1.168,1.339,1.32
2018-03-09,1.162,1.338,1.318
2018-03-08,1.165,1.343,1.323
2018-03-07,1.168,1.349,1.329
2018-03-06,1.17,1.353,1.334
2018-03-05,1.174,1.354,1.334
2018-03-04,1.177,1.36,1.34
2018-03-03,1.165,1.345,1.325
2018-03-02,1.163,1.343,1.324
2018-03-01,1.176,1.356,1.336
2018-02-28,1.187,1.362,1.342
2018-02-27,1.171,1.348,1.329
2018-02-26,1.171,1.356,1.337
2018-02-25,1.175,1.362,1.342
2018-02-24,1.166,1.356,1.336
2018-02-23,1.162,1.353,1.333
2018-02-22,1.166,1.355,1.335
2018-02-21,1.155,1.355,1.335
2018-02-20,1.161,1.357,1.337
2018-02-19,1.164,1.36,1.34
2018-02-18,1.161,1.359,1.339
2018-02-17,1.153,1.351,1.331
2018-02-16,1.155,1.35,1.33
2018-02-15,1.17,1.365,1.345
2018-02-14,1.158,1.35,1.331
2018-02-13,1.163,1.355,1.335
2018-02-12,1.188,1.376,1.356
2018-02-11,1.195,1.373,1.353
2018-02-10,1.178,1.357,1.337
2018-02-09,1.183,1.374,1.354
2018-02-08,1.189,1.38,1.36
2018-02-07,1.197,1.387,1.367
2018-02-06,1.204,1.392,1.372
2018-02-05,1.198,1.383,1.363
2018-02-04,1.194,1.382,1.362
2018-02-03,1.194,1.382,1.362
2018-02-02,1.209,1.392,1.372
2018-02-01,1.193,1.373,1.353
2018-01-31,1.216,1.395,1.376
2018-01-30,1.23,1.41,1.39
2018-01-29,1.22,1.397,1.377
2018-01-28,1.224,1.408,1.388
2018-01-27,1.22,1.402,1.383
2018-01-26,1.217,1.399,1.379
2018-01-25,1.21,1.387,1.367
2018-01-24,1.204,1.389,1.369
2018-01-23,1.197,1.37,1.35
2018-01-22,1.202,1.375,1.355
2018-01-21,1.208,1.379,1.359
2018-01-20,1.195,1.367,1.347
2018-01-19,1.188,1.362,1.342
2018-01-18,1.188,1.361,1.341
2018-01-17,1.186,1.358,1.338
2018-01-16,1.188,1.359,1.339
2018-01-15,1.194,1.362,1.341
2018-01-14,1.202,1.364,1.344
2018-01-13,1.2,1.364,1.344
2018-01-12,1.214,1.376,1.356
2018-01-11,1.223,1.393,1.374
2018-01-10,1.223,1.394,1.374
2018-01-09,1.226,1.388,1.369
2018-01-08,1.22,1.394,1.374
2018-01-07,1.222,1.389,1.369
2018-01-06,1.22,1.382,1.363
2018-01-05,1.219,1.388,1.369
2018-01-04,1.221,1.391,1.371
2018-01-03,1.212,1.387,1.367
2018-01-02,1.227,1.4,1.38
2018-01-01,1.229,1.405,1.385
