date,diesel,e5,e10
2018-12-31,1.224,1.38,1.36
2018-12-30,1.226,1.375,1.355
2018-12-29,1.218,1.372,1.352
2018-12-28,1.222,1.375,1.355
2018-12-27,1.235,1.384,1.364
2018-12-26,1.242,1.387,1.367
2018-12-25,1.242,1.389,1.369
2018-12-24,1.235,1.379,1.359
2018-12-23,1.242,1.393,1.373
2018-12-22,1.252,1.392,1.372
2018-12-21,1.27,1.406,1.386
2018-12-20,1.277,1.414,1.394
2018-12-19,1.276,1.416,1.396
2018-12-18,1.273,1.418,1.398
2018-12-17,1.296,1.432,1.412
2018-12-16,1.299,1.44,1.42
2018-12-15,1.291,1.433,1.413
2018-12-14,1.307,1.435,1.415
2018-12-13,1.309,1.434,1.414
2018-12-12,1.315,1.445,1.425
2018-12-11,1.327,1.453,1.433
2018-12-10,1.324,1.453,1.433
2018-12-09,1.339,1.465,1.445
2018-12-08,1.335,1.455,1.435
2018-12-07,1.34,1.462,1.443
2018-12-06,1.341,1.468,1.448
2018-12-05,1.355,1.483,1.463
2018-12-04,1.363,1.483,1.463
2018-12-03,1.365,1.487,1.467
2018-12-02,1.369,1.483,1.464
2018-12-01,1.364,1.485,1.465
2018-11-30,1.367,1.487,1.467
2018-11-29,1.375,1.497,1.477
2018-11-28,1.375,1.504,1.484
2018-11-27,1.368,1.501,1.481
2018-11-26,1.376,1.509,1.489
2018-11-25,1.388,1.523,1.503
2018-11-24,1.376,1.512,1.492
2018-11-23,1.374,1.511,1.491
2018-11-22,1.385,1.52,1.5
2018-11-21,1.407,1.53,1.511
2018-11-20,1.42,1.543,1.523
2018-11-19,1.415,1.535,1.515
2018-11-18,1.422,1.538,1.518
2018-11-17,1.432,1.548,1.528
2018-11-16,1.429,1.544,1.524
2018-11-15,1.443,1.551,1.531
2018-11-14,1.446,1.552,1.532
2018-11-13,1.45,1.553,1.534
2018-11-12,1.451,1.547,1.527
2018-11-11,1.46,1.56,1.541
2018-11-10,1.462,1.56,1.54
2018-11-09,1.455,1.553,1.534
2018-11-08,1.45,1.542,1.522
2018-11-07,1.45,1.544,1.525
2018-11-06,1.441,1.544,1.524
2018-11-05,1.441,1.54,1.52
2018-11-04,1.444,1.545,1.525
2018-11-03,1.438,1.539,1.519
2018-11-02,1.444,1.545,1.525
2018-11-01,1.446,1.545,1.525
2018-10-31,1.44,1.535,1.515
2018-10-30,1.43,1.539,1.519
2018-10-29,1.418,1.534,1.514
2018-10-28,1.418,1.539,1.519
2018-10-27,1.412,1.533,1.513
2018-10-26,1.405,1.521,1.501
2018-10-25,1.405,1.518,1.498
2018-10-24,1.403,1.523,1.503
2018-10-23,1.385,1.511,1.491
2018-10-22,1.372,1.506,1.486
2018-10-21,1.381,1.519,1.499
2018-10-20,1.371,1.509,1.489
2018-10-19,1.363,1.502,1.482
2018-10-18,1.351,1.493,1.473
2018-10-17,1.345,1.485,1.465
2018-10-16,1.35,1.487,1.467
2018-10-15,1.351,1.495,1.475
2018-10-14,1.357,1.498,1.478
2018-10-13,1.351,1.494,1.474
2018-10-12,1.356,1.508,1.488
2018-10-11,1.355,1.505,1.485
2018-10-10,1.36,1.512,1.492
2018-10-09,1.363,1.517,1.497
2018-10-08,1.363,1.517,1.497
2018-10-07,1.374,1.522,1.502
2018-10-06,1.364,1.519,1.499
2018-10-05,1.364,1.515,1.495
2018-10-04,1.353,1.518,1.498
2018-10-03,1.352,1.519,1.499
2018-10-02,1.341,1.51,1.49
2018-10-01,1.331,1.508,1.488
2018-09-30,1.339,1.51,1.49
2018-09-29,1.328,1.508,1.488
2018-09-28,1.326,1.501,1.481
2018-09-27,1.324,1.497,1.477
2018-09-26,1.315,1.497,1.477
2018-09-25,1.322,1.503,1.483
2018-09-24,1.313,1.507,1.487
2018-09-23,1.325,1.51,1.49
2018-09-22,1.32,1.509,1.489
2018-09-21,1.32,1.508,1.488
2018-09-20,1.326,1.509,1.489
2018-09-19,1.329,1.518,1.498
2018-09-18,1.323,1.512,1.492
2018-09-17,1.331,1.519,1.5
2018-09-16,1.349,1.538,1.519
2018-09-15,1.349,1.54,1.52
2018-09-14,1.334,1.524,1.504
2018-09-13,1.334,1.523,1.503
2018-09-12,1.336,1.52,1.5
2018-09-11,1.335,1.519,1.499
2018-09-10,1.335,1.51,1.49
2018-09-09,1.345,1.525,1.505
2018-09-08,1.34,1.524,1.504
2018-09-07,1.337,1.518,1.498
2018-09-06,1.333,1.514,1.494
2018-09-05,1.333,1.514,1.494
2018-09-04,1.326,1.508,1.489
2018-09-03,1.326,1.509,1.489
2018-09-02,1.323,1.506,1.487
2018-09-01,1.314,1.504,1.484
2018-08-31,1.319,1.505,1.485
2018-08-30,1.32,1.507,1.487
2018-08-29,1.323,1.509,1.489
2018-08-28,1.315,1.506,1.486
2018-08-27,1.311,1.502,1.482
2018-08-26,1.318,1.516,1.496
2018-08-25,1.306,1.503,1.483
2018-08-24,1.299,1.494,1.475
2018-08-23,1.296,1.493,1.473
2018-08-22,1.302,1.501,1.481
2018-08-21,1.295,1.497,1.477
2018-08-20,1.292,1.497,1.477
2018-08-19,1.293,1.493,1.473
2018-08-18,1.289,1.488,1.468
2018-08-17,1.279,1.482,1.462
2018-08-16,1.289,1.494,1.474
2018-08-15,1.29,1.49,1.47
2018-08-14,1.288,1.485,1.465
2018-08-13,1.28,1.483,1.463
2018-08-12,1.287,1.501,1.481
2018-08-11,1.279,1.492,1.472
2018-08-10,1.294,1.498,1.478
2018-08-09,1.291,1.494,1.474
2018-08-08,1.292,1.497,1.477
2018-08-07,1.286,1.488,1.468
2018-08-06,1.288,1.491,1.471
2018-08-05,1.288,1.5,1.48
2018-08-04,1.271,1.485,1.465
2018-08-03,1.277,1.473,1.453
2018-08-02,1.281,1.479,1.459
2018-08-01,1.28,1.472,1.452
2018-07-31,1.283,1.478,1.458
2018-07-30,1.283,1.482,1.462
2018-07-29,1.289,1.49,1.47
2018-07-28,1.273,1.475,1.456
2018-07-27,1.267,1.464,1.444
2018-07-26,1.278,1.468,1.448
2018-07-25,1.273,1.468,1.448
2018-07-24,1.275,1.469,1.449
2018-07-23,1.273,1.465,1.445
2018-07-22,1.278,1.464,1.444
2018-07-21,1.273,1.462,1.442
2018-07-20,1.272,1.451,1.431
2018-07-19,1.271,1.45,1.43
2018-07-18,1.269,1.446,1.427
2018-07-17,1.277,1.457,1.437
2018-07-16,1.279,1.459,1.439
2018-07-15,1.29,1.485,1.465
2018-07-14,1.28,1.473,1.454
2018-07-13,1.279,1.466,1.447
2018-07-12,1.281,1.468,1.448
2018-07-11,1.283,1.469,1.449
2018-07-10,1.281,1.464,1.444
2018-07-09,1.28,1.464,1.445
2018-07-08,1.286,1.471,1.451
2018-07-07,1.278,1.458,1.439
2018-07-06,1.276,1.465,1.445
2018-07-05,1.285,1.472,1.452
2018-07-04,1.281,1.473,1.453
2018-07-03,1.282,1.472,1.452
2018-07-02,1.281,1.469,1.449
2018-07-01,1.282,1.479,1.459
2018-06-30,1.28,1.468,1.448
2018-06-29,1.269,1.458,1.438
2018-06-28,1.262,1.451,1.431
2018-06-27,1.264,1.452,1.432
2018-06-26,1.259,1.448,1.428
2018-06-25,1.256,1.442,1.422
2018-06-24,1.277,1.461,1.441
2018-06-23,1.271,1.456,1.436
2018-06-22,1.27,1.452,1.432
2018-06-21,1.274,1.457,1.438
2018-06-20,1.275,1.461,1.441
2018-06-19,1.273,1.458,1.438
2018-06-18,1.269,1.456,1.437
2018-06-17,1.277,1.466,1.447
2018-06-16,1.287,1.473,1.453
2018-06-15,1.285,1.467,1.447
2018-06-14,1.283,1.463,1.444
2018-06-13,1.284,1.466,1.446
2018-06-12,1.284,1.468,1.448
2018-06-11,1.282,1.466,1.447
2018-06-10,1.279,1.467,1.447
2018-06-09,1.287,1.479,1.459
2018-06-08,1.294,1.471,1.451
2018-06-07,1.295,1.472,1.452
