date,diesel,e5,e10
2015-12-31,1.039,1.299,1.279
2015-12-30,1.032,1.289,1.269
2015-12-29,1.031,1.291,1.271
2015-12-28,1.033,1.289,1.269
2015-12-27,1.042,1.29,1.27
2015-12-26,1.041,1.29,1.27
2015-12-25,1.052,1.307,1.287
2015-12-24,1.045,1.302,1.282
2015-12-23,1.038,1.304,1.284
2015-12-22,1.033,1.292,1.272
2015-12-21,1.04,1.302,1.282
2015-12-20,1.042,1.302,1.282
2015-12-19,1.042,1.301,1.281
2015-12-18,1.038,1.292,1.272
2015-12-17,1.047,1.299,1.279
2015-12-16,1.056,1.302,1.282
2015-12-15,1.053,1.306,1.286
2015-12-14,1.062,1.301,1.281
2015-12-13,1.079,1.313,1.293
2015-12-12,1.073,1.302,1.282
2015-12-11,1.081,1.303,1.283
2015-12-10,1.083,1.313,1.293
2015-12-09,1.089,1.309,1.289
2015-12-08,1.103,1.324,1.304
2015-12-07,1.098,1.32,1.3
2015-12-06,1.108,1.334,1.314
2015-12-05,1.099,1.321,1.302
2015-12-04,1.117,1.334,1.314
2015-12-03,1.137,1.349,1.329
2015-12-02,1.139,1.347,1.327
2015-12-01,1.145,1.355,1.335
2015-11-30,1.132,1.338,1.318
2015-11-29,1.142,1.35,1.33
2015-11-28,1.143,1.348,1.328
2015-11-27,1.146,1.351,1.331
2015-11-26,1.147,1.351,1.331
2015-11-25,1.146,1.351,1.332
2015-11-24,1.14,1.348,1.328
2015-11-23,1.141,1.347,1.327
2015-11-22,1.14,1.348,1.328
2015-11-21,1.145,1.34,1.314
2015-11-20,1.147,1.351,1.331
2015-11-19,1.146,1.347,1.327
2015-11-18,1.133,1.338,1.318
2015-11-17,1.132,1.336,1.316
2015-11-16,1.144,1.366,1.346
2015-11-15,1.148,1.371,1.351
2015-11-14,1.156,1.374,1.354
2015-11-13,1.151,1.371,1.351
2015-11-12,1.16,1.376,1.356
2015-11-11,1.168,1.374,1.354
2015-11-10,1.151,1.354,1.334
2015-11-09,1.16,1.367,1.347
2015-11-08,1.171,1.381,1.362
2015-11-07,1.155,1.36,1.34
2015-11-06,1.157,1.362,1.342
2015-11-05,1.157,1.361,1.341
2015-11-04,1.143,1.346,1.326
2015-11-03,1.143,1.344,1.324
2015-11-02,1.143,1.342,1.322
2015-11-01,1.141,1.342,1.322
2015-10-31,1.135,1.336,1.316
2015-10-30,1.131,1.332,1.312
