date,diesel,e5,e10
2014-10-25,1.329,1.503,1.463
2014-10-24,1.328,1.504,1.465
2014-10-23,1.336,1.513,1.473
2014-10-22,1.327,1.502,1.463
2014-10-21,1.319,1.509,1.469
2014-10-20,1.315,1.505,1.465
2014-10-19,1.329,1.52,1.48
2014-10-18,1.32,1.516,1.477
2014-10-17,1.312,1.509,1.469
2014-10-16,1.322,1.518,1.479
2014-10-15,1.332,1.533,1.493
2014-10-14,1.331,1.542,1.502
2014-10-13,1.336,1.546,1.506
2014-10-12,1.344,1.552,1.513
2014-10-11,1.32,1.535,1.496
2014-10-10,1.339,1.55,1.511
2014-10-09,1.356,1.565,1.526
2014-10-08,1.368,1.574,1.534
2014-10-07,1.369,1.573,1.534
2014-10-06,1.37,1.579,1.54
2014-10-05,1.375,1.577,1.537
2014-10-04,1.364,1.565,1.525
2014-10-03,1.365,1.563,1.524
2014-10-02,1.372,1.57,1.53
2014-10-01,1.374,1.569,1.53
2014-09-30,1.375,1.573,1.534
2014-09-29,1.373,1.571,1.532
2014-09-28,1.383,1.575,1.536
2014-09-27,1.375,1.57,1.531
2014-09-26,1.376,1.573,1.534
2014-09-25,1.371,1.573,1.534
2014-09-24,1.382,1.585,1.545
2014-09-23,1.382,1.582,1.543
2014-09-22,1.381,1.577,1.537
2014-09-21,1.397,1.591,1.551
2014-09-20,1.373,1.571,1.532
2014-09-19,1.386,1.584,1.544
2014-09-18,1.363,1.568,1.529
2014-09-17,1.381,1.579,1.54
2014-09-16,1.384,1.581,1.541
2014-09-15,1.382,1.579,1.539
2014-09-14,1.389,1.584,1.545
2014-09-13,1.379,1.579,1.54
2014-09-12,1.369,1.57,1.53
2014-09-11,1.381,1.58,1.541
2014-09-10,1.383,1.582,1.543
2014-09-09,1.388,1.585,1.545
2014-09-08,1.391,1.585,1.545
2014-09-07,1.394,1.588,1.549
2014-09-06,1.396,1.59,1.55
2014-09-05,1.384,1.585,1.546
2014-09-04,1.382,1.584,1.545
2014-09-03,1.375,1.582,1.543
2014-09-02,1.391,1.59,1.551
2014-09-01,1.389,1.59,1.55
2014-08-31,1.405,1.595,1.555
2014-08-30,1.388,1.587,1.547
2014-08-29,1.392,1.591,1.551
2014-08-28,1.39,1.593,1.553
2014-08-27,1.394,1.595,1.555
2014-08-26,1.391,1.584,1.544
2014-08-25,1.389,1.578,1.538
2014-08-24,1.391,1.584,1.544
2014-08-23,1.377,1.57,1.53
2014-08-22,1.386,1.579,1.538
2014-08-21,1.386,1.577,1.537
2014-08-20,1.38,1.571,1.531
2014-08-19,1.388,1.579,1.539
2014-08-18,1.376,1.568,1.528
2014-08-17,1.39,1.576,1.536
2014-08-16,1.389,1.573,1.533
2014-08-15,1.384,1.576,1.536
2014-08-14,1.393,1.592,1.552
2014-08-13,1.386,1.582,1.542
2014-08-12,1.387,1.581,1.541
2014-08-11,1.398,1.589,1.549
2014-08-10,1.402,1.586,1.546
2014-08-09,1.395,1.58,1.54
2014-08-08,1.391,1.576,1.536
2014-08-07,1.39,1.579,1.539
2014-08-06,1.404,1.591,1.551
2014-08-05,1.391,1.581,1.541
2014-08-04,1.39,1.591,1.551
2014-08-03,1.396,1.596,1.556
2014-08-02,1.399,1.604,1.564
2014-08-01,1.388,1.586,1.546
2014-07-31,1.398,1.607,1.567
2014-07-30,1.406,1.607,1.567
2014-07-29,1.395,1.599,1.559
2014-07-28,1.392,1.598,1.558
2014-07-27,1.394,1.604,1.564
2014-07-26,1.393,1.599,1.559
2014-07-25,1.409,1.621,1.581
2014-07-24,1.416,1.624,1.584
2014-07-23,1.379,1.594,1.554
2014-07-22,1.395,1.614,1.574
2014-07-21,1.375,1.59,1.55
2014-07-20,1.397,1.609,1.569
2014-07-19,1.387,1.609,1.569
2014-07-18,1.394,1.612,1.572
2014-07-17,1.373,1.598,1.558
2014-07-16,1.383,1.606,1.566
2014-07-15,1.385,1.611,1.571
2014-07-14,1.384,1.616,1.576
2014-07-13,1.395,1.626,1.586
2014-07-12,1.391,1.621,1.581
2014-07-11,1.388,1.624,1.584
2014-07-10,1.4,1.634,1.594
2014-07-09,1.396,1.628,1.588
2014-07-08,1.396,1.622,1.582
2014-07-07,1.402,1.629,1.589
2014-07-06,1.393,1.619,1.579
2014-07-05,1.395,1.621,1.581
2014-07-04,1.397,1.633,1.593
2014-07-03,1.394,1.627,1.587
2014-07-02,1.409,1.636,1.596
2014-07-01,1.411,1.643,1.603
