date,diesel,e5,e10
2019-06-13,1.226,1.461,1.441
2019-06-12,1.221,1.46,1.44
2019-06-11,1.234,1.476,1.456
2019-06-10,1.234,1.478,1.458
2019-06-09,1.246,1.482,1.462
2019-06-08,1.225,1.464,1.444
2019-06-07,1.239,1.467,1.447
2019-06-06,1.232,1.472,1.452
2019-06-05,1.237,1.483,1.463
2019-06-04,1.252,1.495,1.475
2019-06-03,1.268,1.513,1.493
2019-06-02,1.273,1.521,1.501
2019-06-01,1.259,1.515,1.495
2019-05-31,1.269,1.518,1.498
2019-05-30,1.285,1.534,1.514
2019-05-29,1.264,1.519,1.499
2019-05-28,1.261,1.522,1.502
2019-05-27,1.266,1.525,1.505
2019-05-26,1.272,1.53,1.51
2019-05-25,1.263,1.522,1.502
2019-05-24,1.268,1.527,1.507
2019-05-23,1.275,1.53,1.51
2019-05-22,1.283,1.531,1.511
2019-05-21,1.295,1.527,1.507
2019-05-20,1.291,1.518,1.498
2019-05-19,1.299,1.523,1.503
2019-05-18,1.292,1.515,1.495
2019-05-17,1.283,1.508,1.487
2019-05-16,1.277,1.496,1.476
2019-05-15,1.27,1.49,1.47
2019-05-14,1.277,1.494,1.474
2019-05-13,1.279,1.496,1.476
2019-05-12,1.283,1.5,1.48
2019-05-11,1.27,1.488,1.468
2019-05-10,1.265,1.488,1.468
2019-05-09,1.269,1.489,1.469
2019-05-08,1.277,1.492,1.472
2019-05-07,1.284,1.492,1.472
2019-05-06,1.284,1.491,1.471
2019-05-05,1.289,1.496,1.476
2019-05-04,1.274,1.487,1.467
2019-05-03,1.268,1.484,1.464
2019-05-02,1.271,1.479,1.459
2019-05-01,1.278,1.488,1.468
2019-04-30,1.267,1.478,1.457
2019-04-29,1.265,1.478,1.458
2019-04-28,1.276,1.489,1.469
2019-04-27,1.274,1.484,1.464
2019-04-26,1.273,1.477,1.457
2019-04-25,1.275,1.475,1.455
2019-04-24,1.267,1.47,1.45
2019-04-23,1.27,1.471,1.451
2019-04-22,1.274,1.474,1.454
2019-04-21,1.282,1.482,1.462
2019-04-20,1.27,1.474,1.454
2019-04-19,1.273,1.473,1.453
2019-04-18,1.261,1.461,1.441
2019-04-17,1.26,1.464,1.444
2019-04-16,1.255,1.46,1.44
2019-04-15,1.257,1.463,1.443
2019-04-14,1.269,1.47,1.45
2019-04-13,1.258,1.459,1.439
2019-04-12,1.255,1.457,1.438
2019-04-11,1.259,1.45,1.43
2019-04-10,1.252,1.446,1.426
2019-04-09,1.247,1.443,1.423
2019-04-08,1.244,1.439,1.42
2019-04-07,1.249,1.442,1.422
2019-04-06,1.244,1.43,1.41
2019-04-05,1.243,1.429,1.409
2019-04-04,1.241,1.425,1.405
2019-04-03,1.241,1.423,1.404
2019-04-02,1.246,1.42,1.4
2019-04-01,1.243,1.415,1.395
2019-03-31,1.232,1.406,1.386
2019-03-30,1.241,1.407,1.387
2019-03-29,1.249,1.411,1.391
2019-03-28,1.254,1.412,1.392
2019-03-27,1.256,1.412,1.392
2019-03-26,1.256,1.405,1.385
2019-03-25,1.256,1.396,1.376
2019-03-24,1.254,1.4,1.38
2019-03-23,1.253,1.392,1.372
2019-03-22,1.258,1.39,1.37
2019-03-21,1.249,1.382,1.362
2019-03-20,1.248,1.372,1.351
2019-03-19,1.263,1.375,1.355
2019-03-18,1.263,1.375,1.355
2019-03-17,1.27,1.393,1.373
2019-03-16,1.251,1.369,1.349
2019-03-15,1.264,1.375,1.355
2019-03-14,1.265,1.374,1.354
2019-03-13,1.265,1.373,1.353
2019-03-12,1.267,1.376,1.356
2019-03-11,1.266,1.374,1.354
2019-03-10,1.283,1.382,1.362
2019-03-09,1.268,1.374,1.354
2019-03-08,1.267,1.371,1.351
2019-03-07,1.266,1.368,1.348
2019-03-06,1.269,1.371,1.351
2019-03-05,1.263,1.36,1.34
2019-03-04,1.266,1.361,1.341
2019-03-03,1.269,1.363,1.344
2019-03-02,1.259,1.362,1.342
2019-03-01,1.271,1.368,1.348
2019-02-28,1.269,1.368,1.348
2019-02-27,1.276,1.373,1.353
2019-02-26,1.273,1.373,1.353
2019-02-25,1.27,1.371,1.351
2019-02-24,1.268,1.373,1.353
2019-02-23,1.265,1.365,1.345
2019-02-22,1.254,1.363,1.343
2019-02-21,1.258,1.364,1.345
2019-02-20,1.263,1.369,1.349
2019-02-19,1.262,1.366,1.346
2019-02-18,1.26,1.365,1.345
2019-02-17,1.273,1.377,1.357
2019-02-16,1.253,1.347,1.327
2019-02-15,1.249,1.342,1.322
2019-02-14,1.246,1.34,1.32
2019-02-13,1.239,1.333,1.313
2019-02-12,1.235,1.331,1.311
2019-02-11,1.241,1.339,1.319
2019-02-10,1.245,1.344,1.324
2019-02-09,1.239,1.339,1.319
2019-02-08,1.242,1.338,1.318
2019-02-07,1.241,1.341,1.321
2019-02-06,1.24,1.34,1.32
2019-02-05,1.236,1.336,1.316
2019-02-04,1.235,1.335,1.314
2019-02-03,1.234,1.334,1.314
2019-02-02,1.227,1.325,1.305
2019-02-01,1.233,1.334,1.314
2019-01-31,1.234,1.341,1.321
2019-01-30,1.231,1.344,1.324
2019-01-29,1.231,1.344,1.324
2019-01-28,1.231,1.347,1.327
2019-01-27,1.229,1.345,1.325
2019-01-26,1.229,1.346,1.326
2019-01-25,1.233,1.35,1.33
2019-01-24,1.241,1.357,1.336
2019-01-23,1.235,1.357,1.336
2019-01-22,1.232,1.351,1.331
2019-01-21,1.237,1.364,1.344
2019-01-20,1.236,1.362,1.342
2019-01-19,1.225,1.355,1.335
2019-01-18,1.231,1.359,1.339
2019-01-17,1.229,1.348,1.328
2019-01-16,1.231,1.356,1.336
2019-01-15,1.231,1.367,1.347
2019-01-14,1.235,1.375,1.355
2019-01-13,1.234,1.374,1.354
2019-01-12,1.23,1.376,1.356
2019-01-11,1.229,1.377,1.357
2019-01-10,1.226,1.373,1.353
2019-01-09,1.221,1.37,1.35
2019-01-08,1.225,1.375,1.355
2019-01-07,1.225,1.377,1.357
2019-01-06,1.224,1.381,1.361
2019-01-05,1.216,1.378,1.358
2019-01-04,1.212,1.368,1.348
2019-01-03,1.202,1.368,1.348
2019-01-02,1.202,1.361,1.342
2019-01-01,1.214,1.367,1.347
