date,vehicle_total
2005-01-01,215727
2005-01-02,310727
2005-01-03,495926
2005-01-04,516297
2005-01-05,537581
2005-01-06,551684
2005-01-07,579170
2005-01-08,393054
2005-01-09,341395
2005-01-10,546421
2005-01-11,579104
2005-01-12,590512
2005-01-13,596236
2005-01-14,620272
2005-01-15,424187
2005-01-16,361799
2005-01-17,591711
2005-01-18,574203
2005-01-19,601565
2005-01-20,600124
2005-01-21,632547
2005-01-22,428489
2005-01-23,353792
2005-01-24,544303
2005-01-25,582633
2005-01-26,601235
2005-01-27,591932
2005-01-28,631410
2005-01-29,437425
2005-01-30,358621
2005-01-31,592219
2005-02-01,611715
2005-02-02,612628
2005-02-03,558139
2005-02-04,594020
2005-02-05,373920
2005-02-06,310601
2005-02-07,361135
2005-02-08,559541
2005-02-09,602720
2005-02-10,600720
2005-02-11,628696
2005-02-12,398471
2005-02-13,313254
2005-02-14,580954
2005-02-15,575255
2005-02-16,589381
2005-02-17,602132
2005-02-18,623405
2005-02-19,389528
2005-02-20,327310
2005-02-21,575799
2005-02-22,602283
2005-02-23,587759
2005-02-24,597570
2005-02-25,619431
2005-02-26,404456
2005-02-27,335746
2005-02-28,581978
2005-03-01,595393
2005-03-02,596698
2005-03-03,602420
2005-03-04,639870
2005-03-05,440376
2005-03-06,390265
2005-03-07,583944
2005-03-08,602651
2005-03-09,614414
2005-03-10,633006
2005-03-11,633973
2005-03-12,438953
2005-03-13,382058
2005-03-14,605034
2005-03-15,603292
2005-03-16,634161
2005-03-17,642012
2005-03-18,656033
2005-03-19,446822
2005-03-20,382520
2005-03-21,584310
2005-03-22,597218
2005-03-23,585153
2005-03-24,580330
2005-03-25,320491
2005-03-26,350826
2005-03-27,342307
2005-03-28,363060
2005-03-29,570669
2005-03-30,570683
2005-03-31,582662
2005-04-01,627014
2005-04-02,433205
2005-04-03,389538
2005-04-04,607116
2005-04-05,617877
2005-04-06,626475
2005-04-07,627645
2005-04-08,666786
2005-04-09,431398
2005-04-10,381772
2005-04-11,616168
2005-04-12,620337
2005-04-13,629200
2005-04-14,635609
2005-04-15,666360
2005-04-16,441765
2005-04-17,385339
2005-04-18,619078
2005-04-19,606016
2005-04-20,629280
2005-04-21,635591
2005-04-22,674971
2005-04-23,436172
2005-04-24,393519
2005-04-25,621297
2005-04-26,629134
2005-04-27,637780
