date,vehicle_total
2005-04-28,639250
2005-04-29,664101
2005-04-30,446853
2005-05-01,392556
2005-05-02,620491
2005-05-03,633889
2005-05-04,673830
2005-05-05,364803
2005-05-06,560459
2005-05-07,416671
2005-05-08,419137
2005-05-09,610478
2005-05-10,614186
2005-05-11,625830
2005-05-12,631205
2005-05-13,660610
2005-05-14,421406
2005-05-15,342315
2005-05-16,385897
2005-05-17,625164
2005-05-18,631716
2005-05-19,628514
2005-05-20,644111
2005-05-21,438090
2005-05-22,365517
2005-05-23,608368
2005-05-24,621330
2005-05-25,660538
2005-05-26,361766
2005-05-27,549016
2005-05-28,403108
2005-05-29,403198
2005-05-30,604736
2005-05-31,614143
2005-06-01,626713
2005-06-02,622427
2005-06-03,645913
2005-06-04,433247
2005-06-05,378954
2005-06-06,579151
2005-06-07,587795
2005-06-08,604734
2005-06-09,609113
2005-06-10,634078
2005-06-11,445041
2005-06-12,388859
2005-06-13,597505
2005-06-14,596777
2005-06-15,606150
2005-06-16,605040
2005-06-17,623796
2005-06-18,435149
2005-06-19,377928
2005-06-20,575191
2005-06-21,584927
2005-06-22,605931
2005-06-23,612873
2005-06-24,636628
2005-06-25,426445
2005-06-26,394471
2005-06-27,602183
2005-06-28,618998
2005-06-29,596875
2005-06-30,594818
2005-07-01,617995
2005-07-02,423598
2005-07-03,382344
2005-07-04,569740
2005-07-05,589583
2005-07-06,597234
2005-07-07,601737
2005-07-08,600666
2005-07-09,410729
2005-07-10,373942
2005-07-11,548981
2005-07-12,560523
2005-07-13,567860
2005-07-14,576519
2005-07-15,589897
2005-07-16,421323
2005-07-17,406527
2005-07-18,553009
2005-07-19,556801
2005-07-20,566830
2005-07-21,573008
2005-07-22,595033
2005-07-23,428760
2005-07-24,390711
2005-07-25,544129
2005-07-26,561853
2005-07-27,553365
2005-07-28,568463
2005-07-29,577569
2005-07-30,406038
2005-07-31,352190
2005-08-01,540639
2005-08-02,555344
2005-08-03,558436
2005-08-04,566444
2005-08-05,578404
2005-08-06,402004
2005-08-07,368382
2005-08-08,545311
2005-08-09,561212
2005-08-10,579304
2005-08-11,578795
2005-08-12,589767
2005-08-13,422286
2005-08-14,351707
2005-08-15,561096
2005-08-16,569894
2005-08-17,591226
2005-08-18,586585
2005-08-19,605980
2005-08-20,421840
2005-08-21,360615
2005-08-22,580066
2005-08-23,577920
2005-08-24,602188
2005-08-25,600530
2005-08-26,630010
2005-08-27,452508
2005-08-28,416162
2005-08-29,586874
2005-08-30,594768
2005-08-31,604114
2005-09-01,597170
2005-09-02,621148
2005-09-03,433707
2005-09-04,398922
2005-09-05,571002
2005-09-06,571436
2005-09-07,580278
2005-09-08,592685
2005-09-09,614468
2005-09-10,424830
2005-09-11,373734
2005-09-12,577714
2005-09-13,591086
2005-09-14,602253
2005-09-15,599270
2005-09-16,625429
2005-09-17,437811
2005-09-18,395092
2005-09-19,585821
2005-09-20,597136
2005-09-21,600990
2005-09-22,603363
2005-09-23,619733
2005-09-24,422846
2005-09-25,372771
2005-09-26,582825
2005-09-27,593910
2005-09-28,613513
2005-09-29,617369
2005-09-30,650839
2005-10-01,430520
2005-10-02,356436
2005-10-03,354379
2005-10-04,587213
2005-10-05,584522
2005-10-06,597419
2005-10-07,611230
2005-10-08,413365
2005-10-09,371881
2005-10-10,574220
2005-10-11,583706
2005-10-12,606911
2005-10-13,606286
2005-10-14,627808
2005-10-15,447353
2005-10-16,393864
2005-10-17,597908
2005-10-18,602298
2005-10-19,598248
2005-10-20,607012
2005-10-21,627652
2005-10-22,407174
2005-10-23,350794
2005-10-24,585433
2005-10-25,597160
2005-10-26,616234
2005-10-27,627485
2005-10-28,656678
2005-10-29,455757
2005-10-30,383407
2005-10-31,531912
2005-11-01,346262
2005-11-02,604249
2005-11-03,605832
2005-11-04,628569
2005-11-05,415355
2005-11-06,374990
2005-11-07,583866
2005-11-08,601967
2005-11-09,609005
2005-11-10,614687
2005-11-11,622000
2005-11-12,423816
2005-11-13,371717
2005-11-14,599763
2005-11-15,600852
2005-11-16,617926
2005-11-17,620400
2005-11-18,648168
2005-11-19,413227
2005-11-20,326704
2005-11-21,578339
2005-11-22,592881
2005-11-23,603570
2005-11-24,600422
2005-11-25,570547
2005-11-26,278675
2005-11-27,271735
2005-11-28,544494
2005-11-29,582884
2005-11-30,608095
2005-12-01,621572
2005-12-02,646319
2005-12-03,452036
2005-12-04,362402
2005-12-05,591928
2005-12-06,609829
2005-12-07,612998
2005-12-08,622152
2005-12-09,634291
2005-12-10,444828
2005-12-11,362163
2005-12-12,594805
2005-12-13,606390
2005-12-14,611195
2005-12-15,618883
2005-12-16,619852
2005-12-17,384347
2005-12-18,322456
2005-12-19,568510
2005-12-20,597343
2005-12-21,601366
2005-12-22,599184
2005-12-23,543025
2005-12-24,283455
2005-12-25,310508
2005-12-26,322619
2005-12-27,404986
2005-12-28,411924
2005-12-29,404260
2005-12-30,407461
2005-12-31,218551
