date,vehicle_total
2004-01-01,194124
2004-01-02,390790
2004-01-03,327906
2004-01-04,237871
2004-01-05,488681
2004-01-06,508895
2004-01-07,528720
2004-01-08,538349
2004-01-09,560308
2004-01-10,359445
2004-01-11,286449
2004-01-12,544343
2004-01-13,547311
2004-01-14,565791
2004-01-15,574384
2004-01-16,585086
2004-01-17,395065
2004-01-18,343881
2004-01-19,533777
2004-01-20,571286
2004-01-21,588536
2004-01-22,589508
2004-01-23,611025
2004-01-24,394317
2004-01-25,334388
2004-01-26,559442
2004-01-27,556120
2004-01-28,529406
2004-01-29,454657
2004-01-30,561632
2004-01-31,384604
2004-02-01,343235
2004-02-02,562293
2004-02-03,567578
2004-02-04,574476
2004-02-05,568529
2004-02-06,595150
2004-02-07,388499
2004-02-08,297303
2004-02-09,545965
2004-02-10,564672
2004-02-11,569121
2004-02-12,575949
2004-02-13,594270
2004-02-14,397045
2004-02-15,341449
2004-02-16,557444
2004-02-17,574347
2004-02-18,580539
2004-02-19,522498
2004-02-20,558542
2004-02-21,360954
2004-02-22,286888
2004-02-23,328414
2004-02-24,524517
2004-02-25,539694
2004-02-26,552321
2004-02-27,531695
2004-02-28,325747
2004-02-29,302926
2004-03-01,545629
2004-03-02,560187
2004-03-03,580571
2004-03-04,579838
2004-03-05,607820
2004-03-06,407363
2004-03-07,349621
2004-03-08,564878
2004-03-09,566877
2004-03-10,571499
2004-03-11,587669
2004-03-12,606783
2004-03-13,418758
2004-03-14,377922
2004-03-15,570249
2004-03-16,584070
2004-03-17,599706
2004-03-18,599270
2004-03-19,614009
2004-03-20,424825
2004-03-21,354810
2004-03-22,566135
2004-03-23,578232
2004-03-24,589598
2004-03-25,592261
2004-03-26,614066
2004-03-27,456400
2004-03-28,398507
2004-03-29,581834
2004-03-30,593321
2004-03-31,611337
2004-04-01,613773
2004-04-02,631192
2004-04-03,429046
2004-04-04,352299
2004-04-05,555586
2004-04-06,558283
2004-04-07,560721
2004-04-08,586108
2004-04-09,310279
2004-04-10,339801
2004-04-11,327780
2004-04-12,371898
2004-04-13,556971
2004-04-14,570460
2004-04-15,579184
2004-04-16,590625
2004-04-17,419438
2004-04-18,358316
2004-04-19,580418
2004-04-20,599488
2004-04-21,606948
2004-04-22,609622
2004-04-23,625587
2004-04-24,436958
2004-04-25,381356
2004-04-26,583008
2004-04-27,598557
2004-04-28,602966
2004-04-29,625756
2004-04-30,644721
2004-05-01,361059
2004-05-02,386915
2004-05-03,594228
2004-05-04,604131
2004-05-05,620112
2004-05-06,612877
2004-05-07,613214
2004-05-08,444918
2004-05-09,406212
2004-05-10,596517
2004-05-11,598305
2004-05-12,603869
2004-05-13,601201
2004-05-14,627614
2004-05-15,440249
2004-05-16,393073
2004-05-17,595467
2004-05-18,613426
2004-05-19,649768
2004-05-20,355619
2004-05-21,508910
2004-05-22,396060
2004-05-23,379109
2004-05-24,586315
2004-05-25,592184
2004-05-26,610790
2004-05-27,618514
2004-05-28,627415
2004-05-29,421300
2004-05-30,356922
2004-05-31,348198
2004-06-01,599099
2004-06-02,598993
2004-06-03,612249
2004-06-04,627597
2004-06-05,438679
2004-06-06,381390
2004-06-07,590685
2004-06-08,595565
2004-06-09,626376
2004-06-10,337082
2004-06-11,521992
2004-06-12,388829
2004-06-13,366497
2004-06-14,577064
2004-06-15,582074
2004-06-16,590348
2004-06-17,600455
2004-06-18,627077
2004-06-19,414347
2004-06-20,378838
2004-06-21,582181
2004-06-22,590352
2004-06-23,587341
2004-06-24,598793
2004-06-25,620556
2004-06-26,428145
2004-06-27,406410
2004-06-28,588947
2004-06-29,591217
2004-06-30,607634
2004-07-01,609022
2004-07-02,624079
2004-07-03,433133
2004-07-04,379511
2004-07-05,577163
2004-07-06,593249
2004-07-07,597117
2004-07-08,606905
2004-07-09,620665
2004-07-10,431255
2004-07-11,389058
2004-07-12,586140
2004-07-13,596504
2004-07-14,615248
2004-07-15,610425
2004-07-16,638216
2004-07-17,444258
2004-07-18,402844
2004-07-19,605875
2004-07-20,604187
2004-07-21,625156
2004-07-22,630814
2004-07-23,636026
2004-07-24,451680
2004-07-25,393037
2004-07-26,572228
2004-07-27,577960
2004-07-28,587509
2004-07-29,595379
2004-07-30,607976
2004-07-31,435156
2004-08-01,418444
2004-08-02,565550
2004-08-03,571781
2004-08-04,572310
2004-08-05,567467
2004-08-06,579668
2004-08-07,399368
2004-08-08,369633
2004-08-09,541221
2004-08-10,556282
2004-08-11,566866
2004-08-12,570230
2004-08-13,582031
2004-08-14,414569
2004-08-15,375071
2004-08-16,542854
2004-08-17,549462
2004-08-18,557405
2004-08-19,564592
2004-08-20,575655
2004-08-21,395507
2004-08-22,375959
2004-08-23,544562
2004-08-24,552531
2004-08-25,568342
2004-08-26,571298
2004-08-27,579661
2004-08-28,415198
2004-08-29,383668
2004-08-30,576775
2004-08-31,586198
2004-09-01,616456
2004-09-02,620495
2004-09-03,640567
2004-09-04,458131
2004-09-05,418150
2004-09-06,591471
2004-09-07,592983
2004-09-08,600759
2004-09-09,604528
2004-09-10,636224
2004-09-11,429177
2004-09-12,386161
2004-09-13,579992
2004-09-14,588416
2004-09-15,606474
2004-09-16,617081
2004-09-17,633046
2004-09-18,457377
2004-09-19,403892
2004-09-20,579176
2004-09-21,586581
2004-09-22,588440
2004-09-23,594539
2004-09-24,616685
2004-09-25,438849
2004-09-26,391583
2004-09-27,598609
2004-09-28,605719
2004-09-29,611132
2004-09-30,624360
2004-10-01,635915
2004-10-02,449142
2004-10-03,409085
2004-10-04,592407
2004-10-05,595407
2004-10-06,609012
2004-10-07,612326
2004-10-08,637834
2004-10-09,436361
2004-10-10,397022
2004-10-11,594207
2004-10-12,600447
2004-10-13,604647
2004-10-14,616397
2004-10-15,634353
2004-10-16,431752
2004-10-17,376174
2004-10-18,578276
2004-10-19,593487
2004-10-20,598611
2004-10-21,605534
2004-10-22,628355
2004-10-23,436621
2004-10-24,409234
2004-10-25,577624
2004-10-26,597661
2004-10-27,605502
2004-10-28,600589
2004-10-29,621957
2004-10-30,435550
2004-10-31,370809
2004-11-01,354116
2004-11-02,605765
2004-11-03,606894
2004-11-04,604205
2004-11-05,625000
2004-11-06,406106
2004-11-07,361776
2004-11-08,590402
2004-11-09,596481
2004-11-10,547993
2004-11-11,604820
2004-11-12,625541
2004-11-13,420536
2004-11-14,362367
2004-11-15,581937
2004-11-16,597913
2004-11-17,609819
2004-11-18,601445
2004-11-19,609738
2004-11-20,397895
2004-11-21,356547
2004-11-22,588746
2004-11-23,608708
2004-11-24,624231
2004-11-25,639149
2004-11-26,663438
2004-11-27,464363
2004-11-28,386629
2004-11-29,614075
2004-11-30,633137
2004-12-01,628511
2004-12-02,636786
2004-12-03,661985
2004-12-04,454334
2004-12-05,389729
2004-12-06,611633
2004-12-07,622432
2004-12-08,634940
2004-12-09,637637
2004-12-10,648559
2004-12-11,431633
2004-12-12,378236
2004-12-13,613134
2004-12-14,621544
2004-12-15,634491
2004-12-16,625328
2004-12-17,632405
2004-12-18,424503
2004-12-19,357463
2004-12-20,596028
2004-12-21,610427
2004-12-22,576106
2004-12-23,558380
2004-12-24,302176
2004-12-25,315835
2004-12-26,345033
2004-12-27,448705
2004-12-28,376625
2004-12-29,462658
2004-12-30,452072
2004-12-31,263176
