date,vehicle_total
2011-01-01,185117
2011-01-02,268703
2011-01-03,450229
2011-01-04,478632
2011-01-05,498528
2011-01-06,498013
2011-01-07,518832
2011-01-08,362722
2011-01-09,302259
2011-01-10,534819
2011-01-11,554023
2011-01-12,563005
2011-01-13,565747
2011-01-14,591100
2011-01-15,385566
2011-01-16,325159
2011-01-17,569656
2011-01-18,573856
2011-01-19,588729
2011-01-20,589885
2011-01-21,602817
2011-01-22,393249
2011-01-23,322266
2011-01-24,571915
2011-01-25,583926
2011-01-26,600209
2011-01-27,603419
2011-01-28,616725
2011-01-29,435934
2011-01-30,342361
2011-01-31,571915
2011-02-01,571469
2011-02-02,571145
2011-02-03,589962
2011-02-04,602147
2011-02-05,405356
2011-02-06,332152
2011-02-07,579932
2011-02-08,593348
2011-02-09,602733
2011-02-10,598227
2011-02-11,599814
2011-02-12,396954
2011-02-13,338261
2011-02-14,575984
2011-02-15,584351
2011-02-16,596894
2011-02-17,603737
2011-02-18,627849
2011-02-19,417910
2011-02-20,339416
2011-02-21,581406
2011-02-22,603629
2011-02-23,603985
2011-02-24,587697
2011-02-25,631245
2011-02-26,442765
2011-02-27,350265
2011-02-28,600953
2011-03-01,606665
2011-03-02,621203
2011-03-03,553082
2011-03-04,588534
2011-03-05,374956
2011-03-06,305538
2011-03-07,381183
2011-03-08,553711
2011-03-09,592847
2011-03-10,621103
2011-03-11,626308
2011-03-12,433672
2011-03-13,356492
2011-03-14,591620
2011-03-15,608939
2011-03-16,622208
2011-03-17,624851
2011-03-18,640491
2011-03-19,445437
2011-03-20,389397
2011-03-21,589728
2011-03-22,602884
2011-03-23,615909
2011-03-24,624139
2011-03-25,629693
2011-03-26,427403
2011-03-27,371199
2011-03-28,595959
2011-03-29,616679
2011-03-30,626885
2011-03-31,632859
2011-04-01,648295
2011-04-02,452270
2011-04-03,373138
2011-04-04,600241
2011-04-05,608466
2011-04-06,623415
2011-04-07,630364
2011-04-08,650333
2011-04-09,431720
2011-04-10,386521
2011-04-11,613058
2011-04-12,620791
2011-04-13,634451
2011-04-14,644013
2011-04-15,660355
2011-04-16,434708
2011-04-17,364632
2011-04-18,586861
2011-04-19,589648
2011-04-20,606380
2011-04-21,599624
2011-04-22,330677
2011-04-23,350600
2011-04-24,342697
2011-04-25,367168
2011-04-26,571494
2011-04-27,583336
2011-04-28,592176
2011-04-29,606100
2011-04-30,415313
2011-05-01,364646
2011-05-02,599260
2011-05-03,615286
2011-05-04,626228
2011-05-05,637083
2011-05-06,649717
2011-05-07,441660
2011-05-08,415867
2011-05-09,611866
2011-05-10,621295
2011-05-11,628302
2011-05-12,638558
2011-05-13,654306
2011-05-14,426448
2011-05-15,377009
2011-05-16,609557
2011-05-17,623112
2011-05-18,631550
2011-05-19,634765
2011-05-20,635676
2011-05-21,417988
2011-05-22,362143
2011-05-23,598111
2011-05-24,607183
2011-05-25,627148
2011-05-26,623840
2011-05-27,632018
2011-05-28,424303
2011-05-29,369031
2011-05-30,602837
2011-05-31,601117
2011-06-01,656446
2011-06-02,354328
2011-06-03,508518
2011-06-04,389048
2011-06-05,370693
2011-06-06,595138
2011-06-07,601788
2011-06-08,615619
2011-06-09,624918
2011-06-10,636190
2011-06-11,413031
2011-06-12,333853
2011-06-13,318593
2011-06-14,600017
2011-06-15,613702
2011-06-16,609795
2011-06-17,628273
2011-06-18,433657
2011-06-19,350888
2011-06-20,594597
2011-06-21,603916
2011-06-22,633021
2011-06-23,330731
2011-06-24,526504
2011-06-25,393583
2011-06-26,379297
2011-06-27,611967
2011-06-28,613596
2011-06-29,626430
2011-06-30,633242
2011-07-01,648880
2011-07-02,443711
2011-07-03,380476
2011-07-04,606565
2011-07-05,619938
2011-07-06,625067
2011-07-07,628853
2011-07-08,633517
2011-07-09,432064
2011-07-10,388114
2011-07-11,606191
2011-07-12,608405
2011-07-13,631714
2011-07-14,637576
2011-07-15,643934
2011-07-16,449042
2011-07-17,393068
2011-07-18,618388
2011-07-19,615035
2011-07-20,626718
2011-07-21,637592
2011-07-22,656042
2011-07-23,453059
2011-07-24,367603
2011-07-25,601562
2011-07-26,595347
2011-07-27,595824
2011-07-28,600294
2011-07-29,610517
2011-07-30,421488
2011-07-31,367583
2011-08-01,570928
2011-08-02,570044
2011-08-03,570420
2011-08-04,587191
2011-08-05,590233
2011-08-06,408582
2011-08-07,371888
2011-08-08,550634
2011-08-09,558802
2011-08-10,575508
2011-08-11,584524
2011-08-12,587761
2011-08-13,415200
2011-08-14,342023
2011-08-15,555860
2011-08-16,560541
2011-08-17,574111
2011-08-18,569525
2011-08-19,587914
2011-08-20,410580
2011-08-21,349484
2011-08-22,545828
2011-08-23,557721
2011-08-24,570229
2011-08-25,581472
2011-08-26,580827
2011-08-27,413942
2011-08-28,378874
2011-08-29,566443
2011-08-30,582555
2011-08-31,606418
2011-09-01,613992
2011-09-02,626687
2011-09-03,452158
2011-09-04,384234
2011-09-05,600244
2011-09-06,604545
2011-09-07,609571
2011-09-08,608170
2011-09-09,633946
2011-09-10,451089
2011-09-11,371252
2011-09-12,594692
2011-09-13,603294
2011-09-14,614292
2011-09-15,621949
2011-09-16,636668
2011-09-17,447629
2011-09-18,382240
2011-09-19,595990
2011-09-20,605777
2011-09-21,619369
2011-09-22,624300
2011-09-23,642897
2011-09-24,456662
2011-09-25,401544
2011-09-26,592761
2011-09-27,605341
2011-09-28,619461
2011-09-29,634075
2011-09-30,660910
2011-10-01,450592
2011-10-02,399626
2011-10-03,383430
2011-10-04,609406
2011-10-05,613517
2011-10-06,620537
2011-10-07,633609
2011-10-08,433295
2011-10-09,369050
2011-10-10,609851
2011-10-11,619766
2011-10-12,606042
2011-10-13,632151
2011-10-14,656707
2011-10-15,477178
2011-10-16,389668
2011-10-17,610746
2011-10-18,614496
2011-10-19,630397
2011-10-20,641862
2011-10-21,649616
2011-10-22,443619
2011-10-23,382779
2011-10-24,602510
2011-10-25,593799
2011-10-26,605166
2011-10-27,619309
2011-10-28,625752
2011-10-29,432134
2011-10-30,362547
2011-10-31,524503
2011-11-01,352762
2011-11-02,617500
2011-11-03,614700
2011-11-04,628769
2011-11-05,425447
2011-11-06,375627
2011-11-07,606110
2011-11-08,614637
2011-11-09,628881
2011-11-10,627412
2011-11-11,631444
2011-11-12,433993
2011-11-13,350008
2011-11-14,606683
2011-11-15,618074
2011-11-16,637807
2011-11-17,643280
2011-11-18,651797
2011-11-19,443233
2011-11-20,352194
2011-11-21,606694
2011-11-22,611344
2011-11-23,621167
2011-11-24,628428
2011-11-25,637474
2011-11-26,431010
2011-11-27,362522
2011-11-28,611362
2011-11-29,618333
2011-11-30,632636
2011-12-01,631202
2011-12-02,645740
2011-12-03,444209
2011-12-04,383963
2011-12-05,605170
2011-12-06,610637
2011-12-07,623088
2011-12-08,629093
2011-12-09,638694
2011-12-10,435691
2011-12-11,374489
2011-12-12,597626
2011-12-13,601433
2011-12-14,616540
2011-12-15,629520
2011-12-16,607737
2011-12-17,414182
2011-12-18,334102
2011-12-19,590212
2011-12-20,567724
2011-12-21,601343
2011-12-22,579255
2011-12-23,510175
2011-12-24,284550
2011-12-25,319500
2011-12-26,337663
2011-12-27,440851
2011-12-28,463708
2011-12-29,451903
2011-12-30,434538
2011-12-31,240483
