TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4607;5637;05;A;  52;170101; 7;s;01;  530;-;  239;-;    2;-;    4;-;  528;-;  514;-;   14;-;    0;-;    0;-;    0;-;    2;-;    0;-;    0;-;    0;-;  235;-;  212;-;   23;-;    0;-;    0;-;    0;-;    2;-;    2;-;    2;-;    0;-
4607;5637;05;A;  52;170101; 7;s;02; 1049;-;  739;-;    1;-;    4;-; 1048;-; 1011;-;   36;-;    1;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;  734;-;  690;-;   44;-;    0;-;    1;-;    0;-;    3;-;    1;-;    1;-;    0;-
4607;5637;05;A;  52;170101; 7;s;03;  892;-;  732;-;    2;-;    2;-;  890;-;  866;-;   24;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-;    0;-;  730;-;  692;-;   37;-;    1;-;    0;-;    1;-;    1;-;    0;-;    0;-;    0;-
4607;5637;05;A;  52;170101; 7;s;04;  593;-;  577;-;    3;-;    3;-;  590;-;  567;-;   23;-;    0;-;    0;-;    0;-;    2;-;    1;-;    1;-;    0;-;  574;-;  539;-;   35;-;    0;-;    0;-;    0;-;    2;-;    1;-;    1;-;    0;-
4607;5637;05;A;  52;170101; 7;s;05;  415;-;  476;-;    7;-;    3;-;  408;-;  385;-;   23;-;    0;-;    0;-;    1;-;    6;-;    0;-;    0;-;    0;-;  473;-;  442;-;   31;-;    0;-;    0;-;    1;-;    1;-;    1;-;    1;-;    0;-
4607;5637;05;A;  52;170101; 7;s;06;  395;-;  573;-;    7;-;    9;-;  388;-;  375;-;   13;-;    0;-;    0;-;    1;-;    5;-;    1;-;    1;-;    0;-;  563;-;  517;-;   46;-;    0;-;    1;-;    4;-;    2;-;    3;-;    3;-;    0;-
4607;5637;05;A;  52;170101; 7;s;07;  422;-;  448;-;    6;-;    8;-;  416;-;  395;-;   21;-;    0;-;    0;-;    0;-;    3;-;    3;-;    2;-;    0;-;  440;-;  397;-;   43;-;    0;-;    0;-;    2;-;    3;-;    3;-;    3;-;    0;-
4607;5637;05;A;  52;170101; 7;s;08;  378;-;  342;-;   11;-;    6;-;  367;-;  344;-;   23;-;    0;-;    0;-;    0;-;    1;-;   10;-;    7;-;    0;-;  336;-;  305;-;   31;-;    0;-;    0;-;    0;-;    2;-;    4;-;    4;-;    0;-
4607;5637;05;A;  52;170101; 7;s;09;  366;-;  363;-;   12;-;   10;-;  354;-;  325;-;   29;-;    0;-;    0;-;    8;-;    2;-;    2;-;    2;-;    0;-;  353;-;  326;-;   27;-;    0;-;    0;-;    4;-;    0;-;    6;-;    6;-;    0;-
4607;5637;05;A;  52;170101; 7;s;10;  448;-;  387;-;   14;-;    9;-;  433;-;  417;-;   16;-;    0;-;    1;-;    6;-;    1;-;    7;-;    4;-;    0;-;  378;-;  338;-;   40;-;    0;-;    0;-;    3;-;    1;-;    5;-;    4;-;    0;-
4607;5637;05;A;  52;170101; 7;s;11;  703;-;  640;-;   16;-;   15;-;  687;-;  655;-;   31;-;    1;-;    0;-;    7;-;    4;-;    5;-;    5;-;    0;-;  625;-;  583;-;   42;-;    0;-;    0;-;    7;-;    3;-;    5;-;    5;-;    0;-
4607;5637;05;A;  52;170101; 7;s;12; 1215;-; 1005;-;   12;-;    9;-; 1202;-; 1167;-;   35;-;    0;-;    1;-;    1;-;    4;-;    7;-;    4;-;    0;-;  996;-;  927;-;   69;-;    0;-;    0;-;    0;-;    1;-;    8;-;    8;-;    0;-
4607;5637;05;A;  52;170101; 7;s;13; 1809;-; 1605;-;   15;-;    7;-; 1793;-; 1728;-;   65;-;    0;-;    1;-;    2;-;    6;-;    7;-;    6;-;    0;-; 1592;-; 1481;-;  111;-;    0;-;    6;-;    1;-;    2;-;    4;-;    4;-;    0;-
4607;5637;05;A;  52;170101; 7;s;14; 2145;-; 1853;-;   13;-;    7;-; 2128;-; 2053;-;   74;-;    1;-;    4;-;    4;-;    3;-;    6;-;    6;-;    0;-; 1842;-; 1711;-;  131;-;    0;-;    4;-;    3;-;    1;-;    3;-;    3;-;    0;-
4607;5637;05;A;  52;170101; 7;s;15; 2314;-; 2129;-;   15;-;    9;-; 2299;-; 2206;-;   91;-;    2;-;    0;-;    4;-;    5;-;    6;-;    5;-;    0;-; 2117;-; 1975;-;  142;-;    0;-;    3;-;    1;-;    1;-;    7;-;    6;-;    0;-
4607;5637;05;A;  52;170101; 7;s;16; 2199;-; 2197;-;   14;-;   10;-; 2177;-; 2103;-;   73;-;    1;-;    8;-;    5;-;    3;-;    6;-;    6;-;    0;-; 2180;-; 2028;-;  152;-;    0;-;    7;-;    2;-;    6;-;    2;-;    2;-;    0;-
4607;5637;05;A;  52;170101; 7;s;17; 2062;-; 2354;-;   13;-;   18;-; 2044;-; 1960;-;   84;-;    0;-;    5;-;    4;-;    4;-;    5;-;    3;-;    0;-; 2335;-; 2159;-;  174;-;    2;-;    1;-;    2;-;    4;-;   12;-;   10;-;    0;-
4607;5637;05;A;  52;170101; 7;s;18; 1842;-; 2328;-;   15;-;   20;-; 1825;-; 1749;-;   76;-;    0;-;    2;-;    4;-;    4;-;    7;-;    7;-;    0;-; 2303;-; 2124;-;  178;-;    1;-;    5;-;    1;-;    5;-;   14;-;   12;-;    0;-
4607;5637;05;A;  52;170101; 7;s;19; 1586;-; 1878;-;    9;-;   23;-; 1575;-; 1510;-;   64;-;    1;-;    2;-;    0;-;    1;-;    8;-;    7;-;    0;-; 1854;-; 1715;-;  139;-;    0;-;    1;-;    5;-;    5;-;   13;-;   11;-;    0;-
4607;5637;05;A;  52;170101; 7;s;20; 1401;-; 1525;-;   24;-;   19;-; 1374;-; 1313;-;   61;-;    0;-;    3;-;    6;-;    3;-;   15;-;   14;-;    0;-; 1505;-; 1385;-;  120;-;    0;-;    1;-;    6;-;    3;-;   10;-;    9;-;    0;-
4607;5637;05;A;  52;170101; 7;s;21; 1034;-; 1258;-;   20;-;   19;-; 1013;-;  970;-;   43;-;    0;-;    1;-;    2;-;    6;-;   12;-;   11;-;    0;-; 1238;-; 1137;-;  101;-;    0;-;    1;-;    5;-;    3;-;   11;-;    9;-;    0;-
4607;5637;05;A;  52;170101; 7;s;22;  921;-;  920;-;   17;-;   16;-;  903;-;  874;-;   29;-;    0;-;    1;-;    3;-;    7;-;    7;-;    7;-;    0;-;  902;-;  841;-;   61;-;    0;-;    2;-;    2;-;    7;-;    7;-;    5;-;    0;-
4607;5637;05;A;  52;170101; 7;s;23;  895;-;  633;-;   26;-;   27;-;  869;-;  845;-;   24;-;    0;-;    0;-;    5;-;    9;-;   12;-;   11;-;    0;-;  605;-;  561;-;   43;-;    1;-;    1;-;    5;-;    9;-;   13;-;   11;-;    0;-
4607;5637;05;A;  52;170101; 7;s;24;  582;-;  352;-;   26;-;   21;-;  555;-;  535;-;   20;-;    0;-;    1;-;    5;-;    4;-;   17;-;   16;-;    0;-;  330;-;  302;-;   28;-;    0;-;    1;-;    3;-;    7;-;   11;-;    9;-;    0;-
4607;5637;05;A;  52;170102; 1;u;01;  240;-;  215;-;   37;-;   19;-;  203;-;  186;-;   17;-;    0;-;    0;-;    3;-;   15;-;   19;-;   17;-;    0;-;  196;-;  176;-;   20;-;    0;-;    0;-;    1;-;    7;-;   11;-;    9;-;    0;-
4607;5637;05;A;  52;170102; 1;u;02;  155;-;  136;-;   23;-;   34;-;  131;-;  117;-;   14;-;    0;-;    1;-;    1;-;    8;-;   14;-;   11;-;    0;-;  102;-;   82;-;   20;-;    0;-;    0;-;    0;-;   11;-;   23;-;   18;-;    0;-
