TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4607;5637;05;A;  52;110101; 6;s;01;  214;-;  144;-;    0;-;    1;-;  213;-;  199;-;   14;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-;  140;-;  130;-;    9;-;    1;-;    0;-;    1;-;    0;-;    0;-;    0;-;    3;-
4607;5637;05;A;  52;110101; 6;s;02;  702;-;  499;-;    2;-;    1;-;  695;-;  656;-;   39;-;    0;-;    1;-;    0;-;    2;-;    0;-;    0;-;    4;-;  494;-;  482;-;   12;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    4;-
4607;5637;05;A;  52;110101; 6;s;03;  676;-;  638;-;    2;-;    1;-;  671;-;  638;-;   33;-;    0;-;    0;-;    0;-;    2;-;    0;-;    0;-;    3;-;  634;-;  614;-;   18;-;    2;-;    0;-;    1;-;    0;-;    0;-;    0;-;    3;-
4607;5637;05;A;  52;110101; 6;s;04;  568;-;  493;-;    5;-;    1;-;  560;-;  528;-;   32;-;    0;-;    0;-;    1;-;    3;-;    1;-;    1;-;    3;-;  490;-;  469;-;   21;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    2;-
4607;5637;05;A;  52;110101; 6;s;05;  509;-;  404;-;    5;-;    4;-;  501;-;  466;-;   34;-;    1;-;    1;-;    2;-;    3;-;    0;-;    0;-;    2;-;  400;-;  376;-;   24;-;    0;-;    0;-;    2;-;    1;-;    1;-;    1;-;    0;-
4607;5637;05;A;  52;110101; 6;s;06;  440;-;  424;-;    4;-;    5;-;  435;-;  395;-;   37;-;    3;-;    0;-;    0;-;    4;-;    0;-;    0;-;    1;-;  416;-;  394;-;   22;-;    0;-;    0;-;    1;-;    2;-;    2;-;    2;-;    3;-
4607;5637;05;A;  52;110101; 6;s;07;  429;-;  334;-;    3;-;    5;-;  424;-;  398;-;   26;-;    0;-;    0;-;    2;-;    0;-;    1;-;    1;-;    2;-;  328;-;  313;-;   13;-;    2;-;    0;-;    2;-;    1;-;    2;-;    2;-;    1;-
4607;5637;05;A;  52;110101; 6;s;08;  352;-;  342;-;   12;-;    1;-;  340;-;  297;-;   43;-;    0;-;    0;-;    7;-;    2;-;    3;-;    3;-;    0;-;  339;-;  307;-;   31;-;    1;-;    1;-;    0;-;    0;-;    1;-;    1;-;    1;-
4607;5637;05;A;  52;110101; 6;s;09;  279;-;  345;-;    5;-;    6;-;  273;-;  253;-;   20;-;    0;-;    0;-;    3;-;    1;-;    1;-;    1;-;    1;-;  337;-;  320;-;   17;-;    0;-;    0;-;    3;-;    0;-;    3;-;    3;-;    2;-
4607;5637;05;A;  52;110101; 6;s;10;  349;-;  383;-;    5;-;    2;-;  341;-;  299;-;   41;-;    1;-;    0;-;    3;-;    1;-;    1;-;    0;-;    3;-;  379;-;  344;-;   35;-;    0;-;    1;-;    1;-;    0;-;    1;-;    1;-;    1;-
