date,vehicle_total
2013-07-25,590077
2013-07-26,594009
2013-07-27,398544
2013-07-28,335378
2013-07-29,561140
2013-07-30,570538
2013-07-31,584083
2013-08-01,582183
2013-08-02,577617
2013-08-03,396488
2013-08-04,365707
2013-08-05,554924
2013-08-06,559953
2013-08-07,572339
2013-08-08,572767
2013-08-09,589907
2013-08-10,409873
2013-08-11,363136
2013-08-12,546317
2013-08-13,558610
2013-08-14,576088
2013-08-15,570825
2013-08-16,577657
2013-08-17,395873
2013-08-18,332648
2013-08-19,553210
2013-08-20,557111
2013-08-21,578890
2013-08-22,577475
2013-08-23,586439
2013-08-24,401477
2013-08-25,345820
2013-08-26,566155
2013-08-27,578919
2013-08-28,598330
2013-08-29,602565
2013-08-30,616409
2013-08-31,443706
2013-09-01,393775
2013-09-02,600001
2013-09-03,611300
2013-09-04,620692
2013-09-05,614078
2013-09-06,636178
2013-09-07,435076
2013-09-08,362809
2013-09-09,594074
2013-09-10,598440
2013-09-11,615650
2013-09-12,609920
2013-09-13,623072
2013-09-14,427821
2013-09-15,387701
2013-09-16,593146
2013-09-17,609888
2013-09-18,624792
2013-09-19,614090
2013-09-20,632437
2013-09-21,444957
2013-09-22,380278
2013-09-23,595417
2013-09-24,605162
2013-09-25,624378
2013-09-26,619821
2013-09-27,640545
2013-09-28,459271
2013-09-29,394200
2013-09-30,614375
2013-10-01,608184
2013-10-02,658375
2013-10-03,359721
2013-10-04,539650
2013-10-05,409436
2013-10-06,383691
2013-10-07,615006
2013-10-08,619241
2013-10-09,633108
2013-10-10,627091
2013-10-11,643307
2013-10-12,450867
2013-10-13,372630
2013-10-14,613550
2013-10-15,627769
2013-10-16,645683
2013-10-17,638549
2013-10-18,651786
2013-10-19,448264
2013-10-20,367963
2013-10-21,605092
2013-10-22,607935
2013-10-23,610371
2013-10-24,597608
2013-10-25,602955
2013-10-26,422684
2013-10-27,340086
2013-10-28,575407
2013-10-29,579132
2013-10-30,620307
2013-10-31,630136
2013-11-01,361446
2013-11-02,404654
2013-11-03,365288
2013-11-04,607255
2013-11-05,617082
2013-11-06,630102
2013-11-07,620326
2013-11-08,647678
2013-11-09,446392
2013-11-10,355540
2013-11-11,610831
2013-11-12,618405
2013-11-13,628585
2013-11-14,627167
2013-11-15,642328
2013-11-16,435462
2013-11-17,352093
2013-11-18,606224
2013-11-19,615630
2013-11-20,636452
2013-11-21,625484
2013-11-22,651979
2013-11-23,435565
2013-11-24,337894
2013-11-25,607997
2013-11-26,615830
2013-11-27,632122
2013-11-28,622016
2013-11-29,644493
2013-11-30,447970
2013-12-01,393974
2013-12-02,601060
2013-12-03,613224
2013-12-04,616731
2013-12-05,599004
2013-12-06,606341
2013-12-07,436549
2013-12-08,376394
2013-12-09,593940
2013-12-10,614712
2013-12-11,620818
2013-12-12,624050
2013-12-13,637050
2013-12-14,428702
2013-12-15,369034
2013-12-16,597699
2013-12-17,604897
2013-12-18,619255
2013-12-19,612771
2013-12-20,615596
2013-12-21,411033
2013-12-22,319938
2013-12-23,443281
2013-12-24,280339
2013-12-25,302959
2013-12-26,325763
2013-12-27,443906
2013-12-28,354809
2013-12-29,285562
2013-12-30,413110
2013-12-31,250156
