date,vehicle_total
2013-01-01,223528
2013-01-02,461368
2013-01-03,474801
2013-01-04,496263
2013-01-05,360223
2013-01-06,297788
2013-01-07,541385
2013-01-08,556947
2013-01-09,564396
2013-01-10,581530
2013-01-11,597526
2013-01-12,383697
2013-01-13,312940
2013-01-14,519841
2013-01-15,497472
2013-01-16,503113
2013-01-17,551719
2013-01-18,574702
2013-01-19,374997
2013-01-20,246377
2013-01-21,497956
2013-01-22,554900
2013-01-23,576980
2013-01-24,581924
2013-01-25,591863
2013-01-26,389381
2013-01-27,274944
2013-01-28,558902
2013-01-29,564744
2013-01-30,583983
2013-01-31,595721
2013-02-01,598597
2013-02-02,403083
2013-02-03,319745
2013-02-04,578227
2013-02-05,584149
2013-02-06,500891
2013-02-07,530382
2013-02-08,542670
2013-02-09,336003
2013-02-10,272656
2013-02-11,368579
2013-02-12,542762
2013-02-13,569821
2013-02-14,584091
2013-02-15,601591
2013-02-16,390291
2013-02-17,327871
2013-02-18,569610
2013-02-19,575965
2013-02-20,587688
2013-02-21,584532
2013-02-22,600127
2013-02-23,396788
2013-02-24,291282
2013-02-25,561502
2013-02-26,577769
2013-02-27,593181
2013-02-28,603509
2013-03-01,622211
2013-03-02,435488
2013-03-03,346610
2013-03-04,594988
2013-03-05,595475
2013-03-06,604672
2013-03-07,608233
2013-03-08,624733
2013-03-09,416635
2013-03-10,322781
2013-03-11,562264
2013-03-12,501322
2013-03-13,578188
2013-03-14,586011
2013-03-15,619485
2013-03-16,449259
2013-03-17,381604
2013-03-18,609375
2013-03-19,605031
2013-03-20,593971
2013-03-21,609383
2013-03-22,634226
2013-03-23,425656
2013-03-24,339594
2013-03-25,572330
2013-03-26,575118
2013-03-27,586633
2013-03-28,589746
2013-03-29,302243
2013-03-30,358290
2013-03-31,318883
2013-04-01,366847
2013-04-02,565664
2013-04-03,574310
2013-04-04,574645
2013-04-05,583891
2013-04-06,405601
2013-04-07,367744
2013-04-08,593679
2013-04-09,604154
2013-04-10,620962
2013-04-11,628034
2013-04-12,639526
2013-04-13,449982
2013-04-14,394555
2013-04-15,603380
2013-04-16,611566
2013-04-17,620957
2013-04-18,631210
2013-04-19,639244
2013-04-20,423046
2013-04-21,369163
2013-04-22,611519
2013-04-23,617892
2013-04-24,626277
2013-04-25,633012
2013-04-26,639210
2013-04-27,439874
2013-04-28,369651
2013-04-29,602375
2013-04-30,636467
2013-05-01,333871
2013-05-02,601534
2013-05-03,620012
2013-05-04,427793
2013-05-05,385302
2013-05-06,607000
2013-05-07,610586
2013-05-08,657983
2013-05-09,336491
2013-05-10,540945
2013-05-11,411355
2013-05-12,404804
2013-05-13,597092
2013-05-14,604794
2013-05-15,619002
2013-05-16,616625
2013-05-17,640420
2013-05-18,415751
2013-05-19,362375
2013-05-20,322273
2013-05-21,612627
2013-05-22,608915
2013-05-23,615303
2013-05-24,625976
2013-05-25,414464
2013-05-26,330916
2013-05-27,599728
2013-05-28,607366
2013-05-29,631285
2013-05-30,337196
2013-05-31,545630
2013-06-01,409770
2013-06-02,395629
2013-06-03,609063
2013-06-04,609192
2013-06-05,626819
2013-06-06,617936
2013-06-07,624936
2013-06-08,427450
2013-06-09,382259
2013-06-10,605452
2013-06-11,606552
2013-06-12,625014
2013-06-13,614658
2013-06-14,642924
2013-06-15,443218
2013-06-16,393098
2013-06-17,603076
2013-06-18,609383
2013-06-19,617492
2013-06-20,611105
2013-06-21,634514
2013-06-22,435361
2013-06-23,372915
2013-06-24,609455
2013-06-25,613317
2013-06-26,622771
2013-06-27,631176
2013-06-28,637751
2013-06-29,438441
2013-06-30,384254
2013-07-01,602520
2013-07-02,609788
2013-07-03,627948
2013-07-04,626955
2013-07-05,650147
2013-07-06,461561
2013-07-07,417607
2013-07-08,610940
2013-07-09,609698
2013-07-10,625456
2013-07-11,616064
2013-07-12,635094
2013-07-13,450732
2013-07-14,409699
2013-07-15,611634
2013-07-16,612693
2013-07-17,626003
2013-07-18,633380
2013-07-19,642344
2013-07-20,448839
2013-07-21,396123
2013-07-22,589323
2013-07-23,576191
2013-07-24,587842
