date,vehicle_total
2019-01-01,234621
2019-01-02,443938
2019-01-03,459535
2019-01-04,465338
2019-01-05,345451
2019-01-06,292230
2019-01-07,512632
2019-01-08,529466
2019-01-09,546842
2019-01-10,551439
2019-01-11,546758
2019-01-12,366630
2019-01-13,303253
2019-01-14,540001
2019-01-15,559140
2019-01-16,567748
2019-01-17,563064
2019-01-18,574248
2019-01-19,387428
2019-01-20,338554
2019-01-21,543981
2019-01-22,555349
2019-01-23,542964
2019-01-24,565367
2019-01-25,559310
2019-01-26,394280
2019-01-27,330952
2019-01-28,537170
2019-01-29,554974
2019-01-30,519495
2019-01-31,533359
2019-02-01,549557
2019-02-02,377995
2019-02-03,323473
2019-02-04,534711
2019-02-05,560249
2019-02-06,570757
2019-02-07,575450
2019-02-08,571025
2019-02-09,387183
2019-02-10,316284
2019-02-11,540702
2019-02-12,561869
2019-02-13,571093
2019-02-14,575471
2019-02-15,586460
2019-02-16,428387
2019-02-17,366896
2019-02-18,527835
2019-02-19,568865
2019-02-20,577161
2019-02-21,589892
2019-02-22,601986
2019-02-23,438674
2019-02-24,368094
2019-02-25,561392
2019-02-26,573815
2019-02-27,601107
2019-02-28,527801
2019-03-01,534306
2019-03-02,386258
2019-03-03,294556
2019-03-04,372774
2019-03-05,543767
2019-03-06,561764
2019-03-07,568791
2019-03-08,589210
2019-03-09,420999
2019-03-10,393698
2019-03-11,578437
2019-03-12,577642
2019-03-13,568985
2019-03-14,595988
2019-03-15,588467
2019-03-16,421541
2019-03-17,365696
2019-03-18,568030
2019-03-19,569834
2019-03-20,583102
2019-03-21,591170
2019-03-22,583872
2019-03-23,431636
2019-03-24,373690
2019-03-25,557381
2019-03-26,572485
2019-03-27,586045
2019-03-28,601234
2019-03-29,613981
2019-03-30,482216
2019-03-31,415460
2019-04-01,581251
2019-04-02,576780
2019-04-03,576864
2019-04-04,594173
2019-04-05,608282
2019-04-06,433645
2019-04-07,403030
2019-04-08,578574
2019-04-09,576917
2019-04-10,597414
2019-04-11,600441
2019-04-12,607284
2019-04-13,434450
2019-04-14,376896
2019-04-15,558983
2019-04-16,567189
2019-04-17,568809
2019-04-18,572159
2019-04-19,375003
2019-04-20,381006
2019-04-21,377455
2019-04-22,389016
2019-04-23,559661
2019-04-24,558597
2019-04-25,576766
2019-04-26,576825
2019-04-27,408660
2019-04-28,351365
2019-04-29,565896
2019-04-30,595968
2019-05-01,320793
2019-05-02,576101
2019-05-03,576727
2019-05-04,439283
2019-05-05,383620
2019-05-06,572733
2019-05-07,588390
2019-05-08,587542
2019-05-09,587631
2019-05-10,594874
2019-05-11,422704
2019-05-12,411030
2019-05-13,574331
2019-05-14,582602
2019-05-15,592934
2019-05-16,587113
2019-05-17,591241
2019-05-18,434304
2019-05-19,384803
2019-05-20,575835
2019-05-21,561843
2019-05-22,589682
2019-05-23,601223
2019-05-24,591574
2019-05-25,410881
2019-05-26,362240
2019-05-27,580466
2019-05-28,585537
2019-05-29,620606
2019-05-30,334322
2019-05-31,496357
2019-06-01,404645
2019-06-02,397179
2019-06-03,561589
2019-06-04,579263
2019-06-05,584535
2019-06-06,596952
2019-06-07,594576
2019-06-08,419301
2019-06-09,380429
2019-06-10,351354
2019-06-11,576834
2019-06-12,576960
2019-06-13,596277
2019-06-14,596968
2019-06-15,435525
2019-06-16,367813
2019-06-17,512661
2019-06-18,522094
2019-06-19,567135
2019-06-20,333531
2019-06-21,510167
2019-06-22,408011
2019-06-23,387982
2019-06-24,567010
2019-06-25,565702
2019-06-26,572582
2019-06-27,585871
2019-06-28,582307
2019-06-29,423829
2019-06-30,384630
2019-07-01,584023
2019-07-02,583144
2019-07-03,598511
2019-07-04,596456
2019-07-05,593874
2019-07-06,425797
2019-07-07,390957
2019-07-08,582646
2019-07-09,583250
2019-07-10,593193
2019-07-11,606764
2019-07-12,587644
2019-07-13,427636
2019-07-14,403089
2019-07-15,572565
2019-07-16,578512
2019-07-17,590346
2019-07-18,592459
2019-07-19,591471
2019-07-20,433236
2019-07-21,415469
2019-07-22,548803
2019-07-23,547652
2019-07-24,545878
2019-07-25,543380
2019-07-26,545149
2019-07-27,404532
2019-07-28,369918
2019-07-29,539635
2019-07-30,547311
2019-07-31,555914
2019-08-01,557935
2019-08-02,547110
2019-08-03,397426
2019-08-04,379498
2019-08-05,531449
2019-08-06,539357
2019-08-07,541488
2019-08-08,551539
2019-08-09,547692
2019-08-10,396834
2019-08-11,378799
2019-08-12,535692
2019-08-13,528834
2019-08-14,550197
2019-08-15,543060
2019-08-16,546895
2019-08-17,406163
2019-08-18,355695
2019-08-19,541337
2019-08-20,552325
2019-08-21,574466
2019-08-22,583062
2019-08-23,574636
2019-08-24,434886
2019-08-25,401323
2019-08-26,562551
2019-08-27,577039
2019-08-28,577331
2019-08-29,578876
2019-08-30,592976
2019-08-31,489044
2019-09-01,455766
2019-09-02,570577
2019-09-03,577218
2019-09-04,573519
2019-09-05,584429
2019-09-06,575192
2019-09-07,443852
2019-09-08,411341
2019-09-09,552425
2019-09-10,564534
2019-09-11,563394
2019-09-12,576432
2019-09-13,594539
2019-09-14,464487
2019-09-15,439044
2019-09-16,552558
2019-09-17,565140
2019-09-18,582532
2019-09-19,588096
2019-09-20,587536
2019-09-21,454552
2019-09-22,414222
2019-09-23,550842
2019-09-24,558158
2019-09-25,569775
2019-09-26,586406
2019-09-27,589746
2019-09-28,435338
2019-09-29,374295
2019-09-30,562529
2019-10-01,576033
2019-10-02,601683
2019-10-03,356295
2019-10-04,510977
2019-10-05,430615
2019-10-06,387087
2019-10-07,580370
2019-10-08,571663
2019-10-09,581096
2019-10-10,602442
2019-10-11,589825
2019-10-12,431698
2019-10-13,384897
2019-10-14,559740
2019-10-15,558341
2019-10-16,562182
2019-10-17,575519
2019-10-18,566213
2019-10-19,422445
2019-10-20,365369
2019-10-21,547146
2019-10-22,554013
2019-10-23,567267
2019-10-24,570526
2019-10-25,568743
2019-10-26,438904
2019-10-27,371483
2019-10-28,558758
2019-10-29,569728
2019-10-30,583627
2019-10-31,568399
2019-11-01,347193
2019-11-02,398915
2019-11-03,372870
2019-11-04,557271
2019-11-05,567318
2019-11-06,571972
2019-11-07,561086
2019-11-08,589790
2019-11-09,413540
2019-11-10,375129
2019-11-11,546997
2019-11-12,559019
2019-11-13,567207
2019-11-14,567923
2019-11-15,582744
2019-11-16,450930
2019-11-17,380556
2019-11-18,549057
2019-11-19,566328
2019-11-20,568159
2019-11-21,574067
2019-11-22,579751
2019-11-23,429952
2019-11-24,347752
2019-11-25,554136
2019-11-26,560064
2019-11-27,570827
2019-11-28,564075
2019-11-29,599483
2019-11-30,442535
2019-12-01,383084
2019-12-02,553528
2019-12-03,556290
2019-12-04,568972
2019-12-05,565827
2019-12-06,565072
2019-12-07,429771
2019-12-08,375154
2019-12-09,551631
2019-12-10,572075
2019-12-11,566274
2019-12-12,593105
2019-12-13,570499
2019-12-14,427241
2019-12-15,371988
2019-12-16,555677
2019-12-17,567532
2019-12-18,574548
2019-12-19,553950
2019-12-20,556359
2019-12-21,407681
2019-12-22,330823
2019-12-23,399485
2019-12-24,274380
2019-12-25,314046
2019-12-26,346441
2019-12-27,417735
2019-12-28,354351
2019-12-29,293171
2019-12-30,374533
2019-12-31,230975
