date,vehicle_total
2014-01-01,231644
2014-01-02,431939
2014-01-03,458557
2014-01-04,362304
2014-01-05,312087
2014-01-06,527313
2014-01-07,553362
2014-01-08,567558
2014-01-09,572327
2014-01-10,596095
2014-01-11,389012
2014-01-12,325633
2014-01-13,573865
2014-01-14,584178
2014-01-15,591854
2014-01-16,601197
2014-01-17,612757
2014-01-18,409851
2014-01-19,332497
2014-01-20,574847
2014-01-21,585737
2014-01-22,594406
2014-01-23,597238
2014-01-24,610940
2014-01-25,419739
2014-01-26,333887
2014-01-27,579417
2014-01-28,593683
2014-01-29,604576
2014-01-30,611585
2014-01-31,629951
2014-02-01,412997
2014-02-02,354796
2014-02-03,570359
2014-02-04,582760
2014-02-05,588502
2014-02-06,594800
2014-02-07,601243
2014-02-08,397734
2014-02-09,332047
2014-02-10,579652
2014-02-11,586923
2014-02-12,598740
2014-02-13,594453
2014-02-14,621948
2014-02-15,424161
2014-02-16,348193
2014-02-17,584814
2014-02-18,601972
2014-02-19,595857
2014-02-20,598358
2014-02-21,628057
2014-02-22,439375
2014-02-23,372118
2014-02-24,586699
2014-02-25,595246
2014-02-26,608091
2014-02-27,542465
2014-02-28,577496
2014-03-01,390765
2014-03-02,311544
2014-03-03,386419
2014-03-04,559240
2014-03-05,586130
2014-03-06,603094
2014-03-07,620610
2014-03-08,432993
2014-03-09,388336
2014-03-10,595461
2014-03-11,593929
2014-03-12,612735
2014-03-13,623803
2014-03-14,637809
2014-03-15,429973
2014-03-16,342409
2014-03-17,594136
2014-03-18,605479
2014-03-19,613305
2014-03-20,620692
2014-03-21,633021
2014-03-22,439356
2014-03-23,371543
2014-03-24,595524
2014-03-25,603384
2014-03-26,622374
2014-03-27,628859
2014-03-28,645663
2014-03-29,449137
2014-03-30,391801
2014-03-31,598518
2014-04-01,608932
2014-04-02,619701
2014-04-03,628868
2014-04-04,645216
2014-04-05,439242
2014-04-06,381441
2014-04-07,616253
2014-04-08,614733
2014-04-09,625659
2014-04-10,637074
2014-04-11,647087
2014-04-12,450645
2014-04-13,366146
2014-04-14,584107
2014-04-15,590791
2014-04-16,598657
2014-04-17,586504
2014-04-18,321282
2014-04-19,354978
2014-04-20,344000
2014-04-21,347664
2014-04-22,559079
2014-04-23,565648
2014-04-24,574401
2014-04-25,591829
2014-04-26,426974
2014-04-27,341210
2014-04-28,594214
2014-04-29,598091
2014-04-30,638613
2014-05-01,330357
2014-05-02,532908
2014-05-03,417585
2014-05-04,388311
2014-05-05,611561
2014-05-06,614170
2014-05-07,625317
2014-05-08,636911
2014-05-09,652041
2014-05-10,439655
2014-05-11,405813
2014-05-12,606800
2014-05-13,619386
2014-05-14,628878
2014-05-15,632994
2014-05-16,643754
2014-05-17,437439
2014-05-18,404223
2014-05-19,604588
2014-05-20,617335
2014-05-21,621100
2014-05-22,626197
2014-05-23,644978
2014-05-24,444606
2014-05-25,386045
2014-05-26,603030
2014-05-27,603357
2014-05-28,642633
2014-05-29,343675
2014-05-30,534410
2014-05-31,431622
2014-06-01,414519
2014-06-02,606208
2014-06-03,613438
2014-06-04,617919
2014-06-05,623447
2014-06-06,635171
2014-06-07,435619
2014-06-08,368889
2014-06-09,352748
2014-06-10,555050
2014-06-11,631604
2014-06-12,643746
2014-06-13,658857
2014-06-14,449558
2014-06-15,390133
2014-06-16,595048
2014-06-17,619576
2014-06-18,650611
2014-06-19,350981
2014-06-20,552926
2014-06-21,400387
2014-06-22,376510
2014-06-23,597825
