date,vehicle_total
2014-06-24,611599
2014-06-25,626719
2014-06-26,599583
2014-06-27,639131
2014-06-28,437676
2014-06-29,372736
2014-06-30,614471
2014-07-01,621568
2014-07-02,651879
2014-07-03,641053
2014-07-04,597738
2014-07-05,417969
2014-07-06,366146
2014-07-07,595569
2014-07-08,563822
2014-07-09,572562
2014-07-10,597082
2014-07-11,611822
2014-07-12,421659
2014-07-13,330635
2014-07-14,575494
2014-07-15,589705
2014-07-16,594110
2014-07-17,594830
2014-07-18,611975
2014-07-19,419661
2014-07-20,366940
2014-07-21,559593
2014-07-22,576275
2014-07-23,586630
2014-07-24,594864
2014-07-25,604949
2014-07-26,422963
2014-07-27,372208
2014-07-28,564154
2014-07-29,574472
2014-07-30,589730
2014-07-31,597617
2014-08-01,607737
2014-08-02,423858
2014-08-03,395311
2014-08-04,564594
2014-08-05,580519
2014-08-06,579440
2014-08-07,587395
2014-08-08,589280
2014-08-09,424105
2014-08-10,376408
2014-08-11,581526
2014-08-12,596027
2014-08-13,609322
2014-08-14,618479
2014-08-15,617557
2014-08-16,445164
2014-08-17,397324
2014-08-18,604281
2014-08-19,612357
2014-08-20,621182
2014-08-21,619590
2014-08-22,633257
2014-08-23,435272
2014-08-24,404639
2014-08-25,598126
2014-08-26,592649
2014-08-27,624626
2014-08-28,634941
2014-08-29,650611
2014-08-30,493738
2014-08-31,417766
2014-09-01,615702
2014-09-02,623597
2014-09-03,639978
2014-09-04,637097
2014-09-05,649947
2014-09-06,478359
2014-09-07,423282
2014-09-08,597680
2014-09-09,607059
2014-09-10,613880
2014-09-11,622126
2014-09-12,645192
2014-09-13,470326
2014-09-14,417041
2014-09-15,590598
2014-09-16,614564
2014-09-17,619593
2014-09-18,615745
2014-09-19,631892
2014-09-20,459678
2014-09-21,402786
2014-09-22,607808
2014-09-23,630418
2014-09-24,627300
2014-09-25,640289
2014-09-26,636421
2014-09-27,472198
2014-09-28,409048
2014-09-29,606269
2014-09-30,628596
2014-10-01,634223
2014-10-02,648011
2014-10-03,427972
2014-10-04,430708
2014-10-05,391355
2014-10-06,584425
2014-10-07,583930
2014-10-08,601252
2014-10-09,601653
2014-10-10,611933
2014-10-11,446012
2014-10-12,395426
2014-10-13,584484
2014-10-14,611213
2014-10-15,635086
2014-10-16,619162
2014-10-17,632282
2014-10-18,495575
2014-10-19,451739
2014-10-20,618768
2014-10-21,603861
2014-10-22,613223
2014-10-23,638741
2014-10-24,651103
2014-10-25,453509
2014-10-26,400793
2014-10-27,613817
2014-10-28,628464
2014-10-29,625314
2014-10-30,631869
2014-10-31,648753
2014-11-01,399903
2014-11-02,397826
2014-11-03,601702
2014-11-04,583948
2014-11-05,630420
2014-11-06,640957
2014-11-07,656641
2014-11-08,468820
2014-11-09,406211
2014-11-10,594412
2014-11-11,607767
2014-11-12,623592
2014-11-13,637705
2014-11-14,647243
2014-11-15,450762
2014-11-16,351156
2014-11-17,593545
2014-11-18,611921
2014-11-19,618850
2014-11-20,623379
2014-11-21,637902
2014-11-22,453697
2014-11-23,372028
2014-11-24,598593
2014-11-25,617218
2014-11-26,621714
2014-11-27,624089
2014-11-28,646575
2014-11-29,471440
2014-11-30,411606
2014-12-01,606581
2014-12-02,618508
2014-12-03,620535
2014-12-04,632954
2014-12-05,647903
2014-12-06,446068
2014-12-07,379313
2014-12-08,593880
2014-12-09,613389
2014-12-10,608494
2014-12-11,614657
2014-12-12,621909
2014-12-13,463065
2014-12-14,393640
2014-12-15,591220
2014-12-16,612261
2014-12-17,607194
2014-12-18,609285
2014-12-19,619336
2014-12-20,423286
2014-12-21,340356
2014-12-22,495790
2014-12-23,463985
2014-12-24,292859
2014-12-25,311858
2014-12-26,346849
2014-12-27,307077
2014-12-28,304691
2014-12-29,380697
2014-12-30,401499
2014-12-31,245859
