TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4807;5658;05;A;  46;140101; 3;s;01;  467;-;  274;-;    1;-;    1;-;  463;-;  449;-;   13;-;    1;-;    0;-;    0;-;    0;-;    1;-;    1;-;    3;-;  272;-;  252;-;   20;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-
4807;5658;05;A;  46;140101; 3;s;02; 1221;-;  892;-;    4;-;    6;-; 1213;-; 1188;-;   24;-;    1;-;    2;-;    0;-;    2;-;    2;-;    2;-;    2;-;  883;-;  852;-;   30;-;    1;-;    0;-;    0;-;    5;-;    1;-;    1;-;    3;-
4807;5658;05;A;  46;140101; 3;s;03; 1073;-;  872;-;    3;-;    1;-; 1068;-; 1044;-;   19;-;    5;-;    0;-;    0;-;    1;-;    2;-;    2;-;    2;-;  868;-;  841;-;   22;-;    5;-;    0;-;    0;-;    0;-;    1;-;    1;-;    3;-
4807;5658;05;A;  46;140101; 3;s;04;  713;-;  647;-;    2;-;    3;-;  710;-;  689;-;   19;-;    2;-;    0;-;    0;-;    1;-;    1;-;    1;-;    1;-;  642;-;  620;-;   22;-;    0;-;    0;-;    0;-;    2;-;    1;-;    1;-;    2;-
4807;5658;05;A;  46;140101; 3;s;05;  424;-;  376;-;    4;-;    2;-;  419;-;  411;-;    6;-;    2;-;    0;-;    0;-;    2;-;    2;-;    2;-;    1;-;  369;-;  356;-;   13;-;    0;-;    1;-;    0;-;    1;-;    1;-;    1;-;    4;-
4807;5658;05;A;  46;140101; 3;s;06;  393;-;  323;-;    3;-;    4;-;  390;-;  379;-;    9;-;    2;-;    0;-;    0;-;    3;-;    0;-;    0;-;    0;-;  316;-;  304;-;   12;-;    0;-;    1;-;    1;-;    2;-;    1;-;    1;-;    2;-
4807;5658;05;A;  46;140101; 3;s;07;  324;-;  242;-;    5;-;    2;-;  318;-;  305;-;   12;-;    1;-;    0;-;    1;-;    2;-;    2;-;    1;-;    1;-;  238;-;  232;-;    6;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-;    2;-
4807;5658;05;A;  46;140101; 3;s;08;  233;-;  164;-;    4;-;    4;-;  229;-;  214;-;   11;-;    4;-;    0;-;    0;-;    1;-;    3;-;    3;-;    0;-;  160;-;  152;-;    8;-;    0;-;    0;-;    0;-;    4;-;    0;-;    0;-;    0;-
4807;5658;05;A;  46;140101; 3;s;09;  170;-;  145;-;    6;-;    2;-;  163;-;  153;-;    8;-;    2;-;    1;-;    1;-;    3;-;    2;-;    2;-;    0;-;  142;-;  130;-;   12;-;    0;-;    0;-;    1;-;    1;-;    0;-;    0;-;    1;-
4807;5658;05;A;  46;140101; 3;s;10;  271;-;  260;-;    4;-;    4;-;  265;-;  250;-;   14;-;    1;-;    1;-;    2;-;    1;-;    1;-;    0;-;    1;-;  253;-;  237;-;   16;-;    0;-;    1;-;    2;-;    0;-;    2;-;    2;-;    2;-
