date,vehicle_total
2010-12-11,406298
2010-12-12,343975
2010-12-13,573833
2010-12-14,508299
2010-12-15,582775
2010-12-16,424879
2010-12-17,406053
2010-12-18,312169
2010-12-19,218285
2010-12-20,442516
2010-12-21,495232
2010-12-22,527437
2010-12-23,439789
2010-12-24,181440
2010-12-25,235358
2010-12-26,255027
2010-12-27,366320
2010-12-28,384490
2010-12-29,397611
2010-12-30,400203
2010-12-31,223516
