date,vehicle_total
2010-01-01,181110
2010-01-02,302310
2010-01-03,225897
2010-01-04,451804
2010-01-05,486440
2010-01-06,514100
2010-01-07,502309
2010-01-08,521527
2010-01-09,177620
2010-01-10,193622
2010-01-11,511167
2010-01-12,543812
2010-01-13,555589
2010-01-14,567924
2010-01-15,592906
2010-01-16,384645
2010-01-17,287299
2010-01-18,570594
2010-01-19,581198
2010-01-20,594953
2010-01-21,596479
2010-01-22,616037
2010-01-23,411998
2010-01-24,310049
2010-01-25,545204
2010-01-26,584773
2010-01-27,585951
2010-01-28,570776
2010-01-29,577880
2010-01-30,333260
2010-01-31,283599
2010-02-01,538007
2010-02-02,542446
2010-02-03,573942
2010-02-04,601850
2010-02-05,612821
2010-02-06,400238
2010-02-07,331970
2010-02-08,580589
2010-02-09,585588
2010-02-10,574790
2010-02-11,513811
2010-02-12,534870
2010-02-13,313583
2010-02-14,233838
2010-02-15,328726
2010-02-16,526970
2010-02-17,564241
2010-02-18,586852
2010-02-19,623893
2010-02-20,413200
2010-02-21,326644
2010-02-22,576797
2010-02-23,580798
2010-02-24,602781
2010-02-25,610517
2010-02-26,645646
2010-02-27,486316
2010-02-28,355048
2010-03-01,601813
2010-03-02,603623
2010-03-03,609574
2010-03-04,611310
2010-03-05,625045
2010-03-06,400718
2010-03-07,359527
2010-03-08,586553
2010-03-09,602083
2010-03-10,614482
2010-03-11,618161
2010-03-12,635699
2010-03-13,421865
2010-03-14,334149
2010-03-15,588688
2010-03-16,603898
2010-03-17,620576
2010-03-18,624993
2010-03-19,638374
2010-03-20,447737
2010-03-21,353889
2010-03-22,604883
2010-03-23,607568
2010-03-24,625637
2010-03-25,634200
2010-03-26,638902
2010-03-27,440130
2010-03-28,359107
2010-03-29,575887
2010-03-30,582144
2010-03-31,597586
2010-04-01,614777
2010-04-02,329850
2010-04-03,350814
2010-04-04,326472
2010-04-05,375963
2010-04-06,578240
2010-04-07,594086
2010-04-08,598857
2010-04-09,619707
2010-04-10,431390
2010-04-11,370663
2010-04-12,604243
2010-04-13,630543
2010-04-14,635479
2010-04-15,635913
2010-04-16,637482
2010-04-17,417841
2010-04-18,366974
2010-04-19,589157
2010-04-20,605157
2010-04-21,618013
2010-04-22,636544
2010-04-23,650808
2010-04-24,426007
2010-04-25,385021
2010-04-26,608806
2010-04-27,615962
2010-04-28,631045
2010-04-29,643276
2010-04-30,660392
2010-05-01,361120
2010-05-02,367586
2010-05-03,605489
2010-05-04,623366
2010-05-05,635852
2010-05-06,626885
2010-05-07,643537
2010-05-08,452310
2010-05-09,412118
2010-05-10,611000
2010-05-11,621667
2010-05-12,659022
2010-05-13,333033
2010-05-14,526077
2010-05-15,416109
2010-05-16,391068
2010-05-17,599571
2010-05-18,609362
2010-05-19,619343
2010-05-20,628034
2010-05-21,645237
2010-05-22,411796
2010-05-23,356694
2010-05-24,356311
2010-05-25,616282
2010-05-26,614828
2010-05-27,626626
2010-05-28,648767
2010-05-29,453172
2010-05-30,369058
2010-05-31,606793
2010-06-01,616000
2010-06-02,659000
2010-06-03,361782
2010-06-04,546824
2010-06-05,403780
2010-06-06,380988
2010-06-07,606418
2010-06-08,598430
2010-06-09,620789
2010-06-10,629616
2010-06-11,634922
2010-06-12,424649
2010-06-13,367870
2010-06-14,599271
2010-06-15,611201
2010-06-16,619249
2010-06-17,623452
2010-06-18,589551
2010-06-19,375104
2010-06-20,344500
2010-06-21,598668
2010-06-22,603975
2010-06-23,606626
2010-06-24,621232
2010-06-25,624620
2010-06-26,424165
2010-06-27,350264
2010-06-28,601827
2010-06-29,606093
2010-06-30,623372
2010-07-01,630019
2010-07-02,624332
2010-07-03,367569
2010-07-04,377952
2010-07-05,615889
2010-07-06,615990
2010-07-07,612438
2010-07-08,626428
2010-07-09,645378
2010-07-10,410720
2010-07-11,343342
2010-07-12,630247
2010-07-13,631537
2010-07-14,630208
2010-07-15,650206
2010-07-16,649492
2010-07-17,419326
2010-07-18,387791
2010-07-19,587956
2010-07-20,586131
2010-07-21,597255
2010-07-22,608080
2010-07-23,631322
2010-07-24,436119
2010-07-25,378224
2010-07-26,568099
2010-07-27,580328
2010-07-28,580170
2010-07-29,586786
2010-07-30,608325
2010-07-31,411863
2010-08-01,376489
2010-08-02,553062
2010-08-03,564072
2010-08-04,572393
2010-08-05,581142
2010-08-06,594346
2010-08-07,410366
2010-08-08,345613
2010-08-09,560794
2010-08-10,568003
2010-08-11,567952
2010-08-12,580251
2010-08-13,583868
2010-08-14,411074
2010-08-15,334860
2010-08-16,558077
2010-08-17,547680
2010-08-18,571415
2010-08-19,591011
2010-08-20,596006
2010-08-21,412966
2010-08-22,365805
2010-08-23,562687
2010-08-24,585251
2010-08-25,602713
2010-08-26,605169
2010-08-27,611333
2010-08-28,436494
2010-08-29,371145
2010-08-30,584497
2010-08-31,602409
2010-09-01,621453
2010-09-02,620598
2010-09-03,644941
2010-09-04,463660
2010-09-05,416203
2010-09-06,598479
2010-09-07,596379
2010-09-08,610047
2010-09-09,610309
2010-09-10,641685
2010-09-11,457442
2010-09-12,403352
2010-09-13,604476
2010-09-14,619073
2010-09-15,625409
2010-09-16,625641
2010-09-17,629780
2010-09-18,444936
2010-09-19,390595
2010-09-20,593536
2010-09-21,604954
2010-09-22,624849
2010-09-23,623217
2010-09-24,631703
2010-09-25,455333
2010-09-26,383228
2010-09-27,598333
2010-09-28,600782
2010-09-29,624517
2010-09-30,625299
2010-10-01,643268
2010-10-02,448118
2010-10-03,417587
2010-10-04,607410
2010-10-05,608531
2010-10-06,631486
2010-10-07,639851
2010-10-08,648909
2010-10-09,464492
2010-10-10,409339
2010-10-11,585347
2010-10-12,582079
2010-10-13,592896
2010-10-14,593330
2010-10-15,600806
2010-10-16,409027
2010-10-17,359236
2010-10-18,580180
2010-10-19,582037
2010-10-20,599373
2010-10-21,613685
2010-10-22,619553
2010-10-23,439400
2010-10-24,364922
2010-10-25,597157
2010-10-26,631309
2010-10-27,629490
2010-10-28,638174
2010-10-29,670344
2010-10-30,488651
2010-10-31,391639
2010-11-01,362877
2010-11-02,621815
2010-11-03,626600
2010-11-04,622165
2010-11-05,626132
2010-11-06,424244
2010-11-07,355522
2010-11-08,587777
2010-11-09,599171
2010-11-10,599452
2010-11-11,598749
2010-11-12,620215
2010-11-13,398698
2010-11-14,327219
2010-11-15,603037
2010-11-16,611905
2010-11-17,630413
2010-11-18,628247
2010-11-19,669015
2010-11-20,481448
2010-11-21,382764
2010-11-22,595703
2010-11-23,597618
2010-11-24,610916
2010-11-25,616149
2010-11-26,623847
2010-11-27,429494
2010-11-28,377515
2010-11-29,560192
2010-11-30,550632
2010-12-01,587645
2010-12-02,534498
2010-12-03,578247
2010-12-04,390688
2010-12-05,271743
2010-12-06,544159
2010-12-07,576709
2010-12-08,552384
2010-12-09,555016
2010-12-10,589516
