date,vehicle_total
2022-08-03,479280
2022-08-04,478582
2022-08-05,499467
2022-08-06,416739
2022-08-07,389079
2022-08-08,481592
2022-08-09,500614
2022-08-10,488406
2022-08-11,497145
2022-08-12,510215
2022-08-13,408766
2022-08-14,366223
2022-08-15,470955
2022-08-16,489552
2022-08-17,491720
2022-08-18,508444
2022-08-19,511332
2022-08-20,402947
2022-08-21,370243
2022-08-22,477290
2022-08-23,487474
2022-08-24,495926
2022-08-25,506348
2022-08-26,518180
2022-08-27,430102
2022-08-28,408304
2022-08-29,487689
2022-08-30,498736
2022-08-31,510669
2022-09-01,513889
2022-09-02,515519
2022-09-03,411812
2022-09-04,381778
2022-09-05,468958
2022-09-06,480755
2022-09-07,490524
2022-09-08,487758
2022-09-09,495207
2022-09-10,374864
2022-09-11,362642
2022-09-12,479946
2022-09-13,484240
2022-09-14,476492
2022-09-15,492784
2022-09-16,495344
2022-09-17,400350
2022-09-18,336375
2022-09-19,463293
2022-09-20,482336
2022-09-21,491132
2022-09-22,506717
2022-09-23,496900
2022-09-24,395060
2022-09-25,371545
2022-09-26,464203
2022-09-27,479391
2022-09-28,488940
2022-09-29,507092
2022-09-30,525461
2022-10-01,395187
2022-10-02,332855
2022-10-03,337981
2022-10-04,469722
2022-10-05,474957
2022-10-06,475534
2022-10-07,484595
2022-10-08,386022
2022-10-09,362078
2022-10-10,455619
2022-10-11,465279
2022-10-12,486282
2022-10-13,465333
2022-10-14,477734
2022-10-15,380456
2022-10-16,342921
2022-10-17,467653
2022-10-18,488250
2022-10-19,499502
2022-10-20,506506
2022-10-21,498356
2022-10-22,406778
2022-10-23,344628
2022-10-24,473228
2022-10-25,493691
2022-10-26,505677
2022-10-27,499103
2022-10-28,520376
2022-10-29,407735
2022-10-30,354635
2022-10-31,434550
2022-11-01,319828
2022-11-02,490074
2022-11-03,475090
2022-11-04,471818
2022-11-05,362727
2022-11-06,306858
2022-11-07,455568
2022-11-08,487514
2022-11-09,486805
2022-11-10,488245
2022-11-11,491625
2022-11-12,371234
2022-11-13,324410
2022-11-14,465290
2022-11-15,479665
2022-11-16,484842
2022-11-17,483442
2022-11-18,488731
2022-11-19,373917
2022-11-20,302344
2022-11-21,459120
2022-11-22,470895
2022-11-23,476765
2022-11-24,477787
2022-11-25,490728
2022-11-26,390968
2022-11-27,338578
2022-11-28,454605
2022-11-29,475616
2022-11-30,482371
2022-12-01,495987
2022-12-02,495411
2022-12-03,399848
2022-12-04,343786
2022-12-05,444205
2022-12-06,468643
2022-12-07,485170
2022-12-08,479819
2022-12-09,492382
2022-12-10,394090
2022-12-11,343821
2022-12-12,457162
2022-12-13,467805
2022-12-14,474485
2022-12-15,468380
2022-12-16,479299
2022-12-17,364334
2022-12-18,297479
2022-12-19,423773
2022-12-20,454585
2022-12-21,454075
2022-12-22,443255
2022-12-23,406296
2022-12-24,286211
2022-12-25,285393
2022-12-26,315912
2022-12-27,367618
2022-12-28,377028
2022-12-29,367839
2022-12-30,368973
2022-12-31,232610
