date,vehicle_total
2009-08-10,568740
2009-08-11,580260
2009-08-12,582790
2009-08-13,608247
2009-08-14,623032
2009-08-15,435391
2009-08-16,391716
2009-08-17,580905
2009-08-18,592727
2009-08-19,603732
2009-08-20,599010
2009-08-21,621313
2009-08-22,422765
2009-08-23,384118
2009-08-24,580704
2009-08-25,586848
2009-08-26,600677
2009-08-27,628420
2009-08-28,640501
2009-08-29,444012
2009-08-30,390384
2009-08-31,591165
2009-09-01,592142
2009-09-02,614867
2009-09-03,610068
2009-09-04,630003
2009-09-05,443620
2009-09-06,386082
2009-09-07,582723
2009-09-08,596877
2009-09-09,604488
2009-09-10,606894
2009-09-11,630689
2009-09-12,444924
2009-09-13,364851
2009-09-14,582375
2009-09-15,592806
2009-09-16,610107
2009-09-17,613980
2009-09-18,640265
2009-09-19,437839
2009-09-20,398622
2009-09-21,591439
2009-09-22,595820
2009-09-23,597436
2009-09-24,608343
2009-09-25,624774
2009-09-26,432297
2009-09-27,376907
2009-09-28,591768
2009-09-29,600737
2009-09-30,616513
2009-10-01,621356
2009-10-02,645963
2009-10-03,381313
2009-10-04,387983
2009-10-05,595548
2009-10-06,590260
2009-10-07,613933
2009-10-08,617934
2009-10-09,644329
2009-10-10,427158
2009-10-11,364622
2009-10-12,586788
2009-10-13,592768
2009-10-14,605026
2009-10-15,602650
2009-10-16,608847
2009-10-17,422041
2009-10-18,362369
2009-10-19,575052
2009-10-20,592123
2009-10-21,600297
2009-10-22,603548
2009-10-23,621031
2009-10-24,429398
2009-10-25,382346
2009-10-26,591321
2009-10-27,610495
2009-10-28,621889
2009-10-29,630436
2009-10-30,651928
2009-10-31,436041
2009-11-01,350419
2009-11-02,597791
2009-11-03,608591
2009-11-04,616139
2009-11-05,614525
2009-11-06,634765
2009-11-07,405547
2009-11-08,367165
2009-11-09,581868
2009-11-10,595216
2009-11-11,591802
2009-11-12,604456
2009-11-13,617686
2009-11-14,409621
2009-11-15,328133
2009-11-16,593359
2009-11-17,597362
2009-11-18,620482
2009-11-19,633529
2009-11-20,641246
2009-11-21,432772
2009-11-22,335299
2009-11-23,577205
2009-11-24,594761
2009-11-25,606289
2009-11-26,615849
2009-11-27,632009
2009-11-28,431018
2009-11-29,371151
2009-11-30,607208
2009-12-01,610776
2009-12-02,620203
2009-12-03,620107
2009-12-04,641353
2009-12-05,418776
2009-12-06,363779
2009-12-07,602869
2009-12-08,603688
2009-12-09,618782
2009-12-10,617655
2009-12-11,632391
2009-12-12,422767
2009-12-13,377512
2009-12-14,598575
2009-12-15,612628
2009-12-16,621908
2009-12-17,622198
2009-12-18,618411
2009-12-19,378591
2009-12-20,197557
2009-12-21,425416
2009-12-22,497016
2009-12-23,488712
2009-12-24,279120
2009-12-25,296444
2009-12-26,336018
2009-12-27,296094
2009-12-28,415322
2009-12-29,418576
2009-12-30,415249
2009-12-31,238051
