statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
61111;Consumer price index for Germany;JAHR;Year;2015;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;95.1;2020=100;PREIS1;Consumer price index
61111;Consumer price index for Germany;JAHR;Year;2015;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;0.8;%;PREIS1;in
61111;Consumer price index for Germany;JAHR;Year;2015;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;0.2;%;PREIS1;in
61111;Consumer price index for Germany;JAHR;Year;2019;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;98.5;2020=100;PREIS1;Consumer price index
61111;Consumer price index for Germany;JAHR;Year;2019;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;1.3;%;PREIS1;in
61111;Consumer price index for Germany;JAHR;Year;2019;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;0.4;%;PREIS1;in
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;95.5;2020=100;PREIS1;Consumer price index
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;0.6;%;PREIS1;in
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;0.1;%;PREIS1;in
61111;Consumer price index for Germany;JAHR;Year;2014;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;93.3;2020=100;PREIS1;Consumer price index
61111;Consumer price index for Germany;JAHR;Year;2014;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;1.3;%;PREIS1;in
61111;Consumer price index for Germany;JAHR;Year;2014;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;-0.6;%;PREIS1;in
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;95.4;2020=100;PREIS1;Consumer price index
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;0.4;%;PREIS1;in
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;-0.1;%;PREIS1;in
