date,vehicle_total
2012-01-01,238943
2012-01-02,470229
2012-01-03,494677
2012-01-04,523810
2012-01-05,511748
2012-01-06,551321
2012-01-07,362692
2012-01-08,305244
2012-01-09,554458
2012-01-10,577984
2012-01-11,593461
2012-01-12,588358
2012-01-13,599686
2012-01-14,395023
2012-01-15,328537
2012-01-16,571504
2012-01-17,585735
2012-01-18,596626
2012-01-19,588774
2012-01-20,604010
2012-01-21,392179
2012-01-22,319119
2012-01-23,580918
2012-01-24,598534
2012-01-25,605271
2012-01-26,605745
2012-01-27,624858
2012-01-28,417300
2012-01-29,330034
2012-01-30,574963
2012-01-31,590923
2012-02-01,589291
2012-02-02,592465
2012-02-03,592924
2012-02-04,386804
2012-02-05,317705
2012-02-06,576077
2012-02-07,586710
2012-02-08,592102
2012-02-09,593218
2012-02-10,594170
2012-02-11,395591
2012-02-12,308674
2012-02-13,540392
2012-02-14,593246
2012-02-15,612071
2012-02-16,551953
2012-02-17,582133
2012-02-18,360424
2012-02-19,291764
2012-02-20,378367
2012-02-21,567485
2012-02-22,609478
2012-02-23,623339
2012-02-24,648643
2012-02-25,438986
2012-02-26,354520
2012-02-27,611708
2012-02-28,610847
2012-02-29,627107
2012-03-01,635235
2012-03-02,654070
2012-03-03,464062
2012-03-04,382689
2012-03-05,609186
2012-03-06,627287
2012-03-07,642215
2012-03-08,639761
2012-03-09,666299
2012-03-10,460089
2012-03-11,386326
2012-03-12,619446
2012-03-13,626826
2012-03-14,651291
2012-03-15,655287
2012-03-16,666887
2012-03-17,444312
2012-03-18,363374
2012-03-19,621248
2012-03-20,635035
2012-03-21,671210
2012-03-22,668400
2012-03-23,679940
2012-03-24,472196
2012-03-25,402462
2012-03-26,636771
2012-03-27,641225
2012-03-28,667716
2012-03-29,672833
2012-03-30,673296
2012-03-31,459089
2012-04-01,375741
2012-04-02,615281
2012-04-03,613431
2012-04-04,616542
2012-04-05,607438
2012-04-06,325295
2012-04-07,353883
2012-04-08,336099
2012-04-09,335307
2012-04-10,573169
2012-04-11,590686
2012-04-12,594099
2012-04-13,607889
2012-04-14,428130
2012-04-15,358057
2012-04-16,601445
2012-04-17,613300
2012-04-18,629015
2012-04-19,635458
2012-04-20,654156
2012-04-21,437930
2012-04-22,368931
2012-04-23,611978
2012-04-24,614805
2012-04-25,627184
2012-04-26,640852
2012-04-27,669562
2012-04-28,458695
2012-04-29,361599
2012-04-30,542718
2012-05-01,336195
2012-05-02,641259
2012-05-03,638869
2012-05-04,657435
2012-05-05,427678
2012-05-06,369418
2012-05-07,617640
2012-05-08,622244
2012-05-09,636226
2012-05-10,648027
2012-05-11,659887
2012-05-12,446575
2012-05-13,416397
2012-05-14,619763
2012-05-15,628826
2012-05-16,673423
2012-05-17,352863
2012-05-18,521659
2012-05-19,395851
2012-05-20,388751
2012-05-21,602584
2012-05-22,600972
2012-05-23,609555
2012-05-24,633632
2012-05-25,647848
2012-05-26,422453
2012-05-27,355577
2012-05-28,359857
2012-05-29,613977
2012-05-30,622150
2012-05-31,630748
2012-06-01,641345
2012-06-02,456908
2012-06-03,354134
2012-06-04,598609
2012-06-05,607639
2012-06-06,650044
2012-06-07,336869
2012-06-08,543414
2012-06-09,394178
2012-06-10,372112
2012-06-11,596230
2012-06-12,597068
2012-06-13,611831
2012-06-14,620923
2012-06-15,636234
2012-06-16,431575
2012-06-17,373318
2012-06-18,597985
2012-06-19,609006
2012-06-20,616299
2012-06-21,622951
2012-06-22,630404
2012-06-23,427561
2012-06-24,349744
2012-06-25,602398
2012-06-26,611895
2012-06-27,618103
2012-06-28,623941
2012-06-29,643818
2012-06-30,446076
2012-07-01,381882
2012-07-02,607722
2012-07-03,615746
2012-07-04,627686
2012-07-05,624144
2012-07-06,661094
2012-07-07,444014
2012-07-08,363319
2012-07-09,595484
2012-07-10,594356
2012-07-11,604014
2012-07-12,606394
2012-07-13,609666
2012-07-14,419012
2012-07-15,368425
2012-07-16,571240
2012-07-17,576702
2012-07-18,604069
2012-07-19,595649
2012-07-20,615303
2012-07-21,429832
2012-07-22,380613
2012-07-23,570465
2012-07-24,573450
2012-07-25,585022
2012-07-26,592085
2012-07-27,591591
2012-07-28,414114
2012-07-29,372483
2012-07-30,567439
2012-07-31,572510
2012-08-01,583130
2012-08-02,583301
2012-08-03,596161
2012-08-04,423966
2012-08-05,372048
2012-08-06,558861
2012-08-07,560882
2012-08-08,578836
2012-08-09,585013
2012-08-10,588026
2012-08-11,424074
2012-08-12,388011
2012-08-13,570606
2012-08-14,577876
2012-08-15,594400
2012-08-16,605843
2012-08-17,614752
2012-08-18,424169
2012-08-19,387167
2012-08-20,592256
2012-08-21,603858
2012-08-22,609179
2012-08-23,620389
2012-08-24,639003
2012-08-25,453648
2012-08-26,377858
2012-08-27,598998
2012-08-28,608313
2012-08-29,621487
2012-08-30,629955
2012-08-31,645744
2012-09-01,471623
2012-09-02,410816
2012-09-03,597108
2012-09-04,605249
2012-09-05,618651
2012-09-06,625304
2012-09-07,631539
2012-09-08,440718
2012-09-09,395098
2012-09-10,586723
2012-09-11,583472
2012-09-12,606621
2012-09-13,617322
2012-09-14,626371
2012-09-15,443188
2012-09-16,400984
2012-09-17,593149
2012-09-18,595930
2012-09-19,611240
2012-09-20,618169
2012-09-21,627295
2012-09-22,439355
2012-09-23,374756
2012-09-24,592879
2012-09-25,601688
2012-09-26,623592
2012-09-27,626968
2012-09-28,650842
2012-09-29,449404
2012-09-30,383279
2012-10-01,592912
2012-10-02,615317
2012-10-03,325977
2012-10-04,596593
2012-10-05,604841
2012-10-06,414909
2012-10-07,377825
2012-10-08,582132
2012-10-09,589813
2012-10-10,600005
2012-10-11,612774
2012-10-12,602478
2012-10-13,409198
2012-10-14,356988
2012-10-15,577068
2012-10-16,581244
2012-10-17,594003
2012-10-18,617861
2012-10-19,630353
2012-10-20,452291
2012-10-21,399540
2012-10-22,608060
2012-10-23,624270
2012-10-24,635404
2012-10-25,634783
2012-10-26,652118
2012-10-27,437454
2012-10-28,355546
2012-10-29,594338
2012-10-30,615886
2012-10-31,655945
2012-11-01,323089
2012-11-02,549635
2012-11-03,411460
2012-11-04,359863
2012-11-05,596386
2012-11-06,614330
2012-11-07,616967
2012-11-08,625142
2012-11-09,632118
2012-11-10,422466
2012-11-11,346389
2012-11-12,603375
2012-11-13,619927
2012-11-14,631440
2012-11-15,638175
2012-11-16,648617
2012-11-17,434319
2012-11-18,326248
2012-11-19,597855
2012-11-20,606370
2012-11-21,619430
2012-11-22,624463
2012-11-23,633869
2012-11-24,437330
2012-11-25,336473
2012-11-26,592922
2012-11-27,617374
2012-11-28,627392
2012-11-29,621270
2012-11-30,649274
2012-12-01,439039
2012-12-02,367007
2012-12-03,596981
2012-12-04,606305
2012-12-05,619336
2012-12-06,620094
2012-12-07,522321
2012-12-08,401028
2012-12-09,297675
2012-12-10,590457
2012-12-11,596514
2012-12-12,579437
2012-12-13,608567
2012-12-14,616316
2012-12-15,445221
2012-12-16,352961
2012-12-17,590421
2012-12-18,605904
2012-12-19,608818
2012-12-20,594932
2012-12-21,563326
2012-12-22,371066
2012-12-23,272788
2012-12-24,266399
2012-12-25,297711
2012-12-26,327438
2012-12-27,432333
2012-12-28,436215
2012-12-29,356790
2012-12-30,259470
2012-12-31,234736
