date,vehicle_total
2018-01-01,266002
2018-01-02,494327
2018-01-03,513840
2018-01-04,547722
2018-01-05,566087
2018-01-06,412555
2018-01-07,339696
2018-01-08,585149
2018-01-09,603811
2018-01-10,618311
2018-01-11,621117
2018-01-12,632132
2018-01-13,432315
2018-01-14,371770
2018-01-15,600444
2018-01-16,606974
2018-01-17,599269
2018-01-18,606894
2018-01-19,656955
2018-01-20,440588
2018-01-21,370171
2018-01-22,612219
2018-01-23,629990
2018-01-24,644013
2018-01-25,643586
2018-01-26,659171
2018-01-27,480721
2018-01-28,382384
2018-01-29,610785
2018-01-30,630460
2018-01-31,622333
2018-02-01,632758
2018-02-02,640002
2018-02-03,450143
2018-02-04,350353
2018-02-05,600004
2018-02-06,629694
2018-02-07,630704
2018-02-08,583067
2018-02-09,595452
2018-02-10,382450
2018-02-11,297404
2018-02-12,411632
2018-02-13,590457
2018-02-14,621807
2018-02-15,589754
2018-02-16,633890
2018-02-17,440673
2018-02-18,395801
2018-02-19,603132
2018-02-20,617798
2018-02-21,634799
2018-02-22,640556
2018-02-23,660336
2018-02-24,476084
2018-02-25,389423
2018-02-26,589740
2018-02-27,608705
2018-02-28,615069
2018-03-01,625048
2018-03-02,638469
2018-03-03,441620
2018-03-04,379626
2018-03-05,611926
2018-03-06,629100
2018-03-07,624981
2018-03-08,630231
2018-03-09,652885
2018-03-10,491067
2018-03-11,415693
2018-03-12,612174
2018-03-13,616447
2018-03-14,641363
2018-03-15,648301
2018-03-16,657505
2018-03-17,436418
2018-03-18,383511
2018-03-19,639523
2018-03-20,627605
2018-03-21,654744
2018-03-22,642743
2018-03-23,677095
2018-03-24,501666
2018-03-25,410472
2018-03-26,624442
2018-03-27,617805
2018-03-28,620731
2018-03-29,635844
2018-03-30,385666
2018-03-31,415147
2018-04-01,372847
2018-04-02,408446
2018-04-03,620719
2018-04-04,624867
2018-04-05,638565
2018-04-06,653951
2018-04-07,490168
2018-04-08,435434
2018-04-09,647332
2018-04-10,655464
2018-04-11,661478
2018-04-12,678521
2018-04-13,684493
2018-04-14,493577
2018-04-15,430945
2018-04-16,631062
2018-04-17,646859
2018-04-18,657876
2018-04-19,670004
2018-04-20,675765
2018-04-21,485848
2018-04-22,427943
2018-04-23,638108
2018-04-24,647511
2018-04-25,652317
2018-04-26,662755
2018-04-27,685982
