Datum,Tmin,Tmit,Tmax,Sges,Rges,Tbod,RFmin,RFmit,RFmax,Wmit,WBmax
15.12.2015,"5,6","7,5","10,2",3,"4,2","4,4",82,"91,4",97,7,22
16.12.2015,"8,5","10,4","12,8",0,"5,4",8,88,"98,1",100,9,30
17.12.2015,"12,2","13,4","16,4","3,1","0,1","11,5",80,"90,6",100,9,28
18.12.2015,"10,8","12,1","14,1",0,0,"9,6",74,"84,6",91,7,30
19.12.2015,"9,2","11,8","15,8","3,1",0,8,78,"87,8",97,10,30
20.12.2015,"10,4","11,2","12,2",0,"0,3","9,9",81,"84,5",91,11,35
21.12.2015,10,"11,2","12,7","2,6",2,9,67,"79,8",97,15,54
22.12.2015,"10,8","12,3","14,9",0,0,"10,2",73,"86,1",97,14,46
23.12.2015,"6,2","10,4",13,"3,7","0,2","3,3",73,"84,2",98,11,48
24.12.2015,"6,2","10,4","14,2","1,3","1,2","4,8",71,85,96,15,48
25.12.2015,"7,8","9,8","13,6",0,"4,5","7,2",80,"90,5",100,10,41
26.12.2015,"9,4","13,2",16,"6,9",0,"8,3",61,"73,6",84,14,37
27.12.2015,"7,4","10,5","13,8","2,8",0,"5,5",69,81,88,9,28
28.12.2015,"5,3","9,2","13,6","6,5",0,"3,9",60,"76,9",95,11,37
29.12.2015,"5,9","8,6","10,9","4,3",0,"3,1",65,"75,5",92,11,35
30.12.2015,"4,5","6,4","9,4",4,"0,2","2,3",82,"88,2",97,16,57
31.12.2015,"3,9","6,6",11,"4,1",2,"0,8",69,"85,5",99,12,48
