Datum,Tmin,Tmit,Tmax,Sges,Rges,Tbod,RFmin,RFmit,RFmax,Wmit,WBmax
14.11.2016,"-1,5","2,2","4,7","2,9","0,9","-3,2",64,"78,5",92,10,30
15.11.2016,"3,1","5,7","10,3",0,-,"2,9",83,"98,4",100,7,24
16.11.2016,10,"11,3","12,5",0,9,"9,9",88,"97,4",100,9,37
17.11.2016,"8,9",11,"12,9","0,4","6,8","8,6",76,"86,3",100,13,54
18.11.2016,"3,7","7,9","12,7","2,7",2,"1,5",74,"84,5",100,13,54
19.11.2016,"3,8","6,1","8,6","0,3",0,"1,7",74,"82,5",91,10,35
20.11.2016,"5,1",10,"14,8","1,8","1,1","4,6",66,"76,7",85,19,70
21.11.2016,"11,4","12,7","14,1",0,"5,6","10,4",71,"81,3",96,14,52
22.11.2016,"9,8","11,7","14,1","1,1","0,1","8,9",67,"80,1",96,10,39
23.11.2016,"6,7","9,7","13,2",0,"0,2","5,1",84,"95,2",100,5,19
24.11.2016,"5,2","8,7","11,3","2,7","0,2","4,6",79,"89,7",97,11,33
25.11.2016,"2,9","5,4","9,2","7,4",0,"1,7",62,78,99,9,30
26.11.2016,"0,7","6,1","9,4",0,"0,2","-0,8",76,"84,7",100,4,13
27.11.2016,"0,6","4,3","8,1","0,5",0,"-0,8",85,"95,2",100,5,19
28.11.2016,"-3,5","0,9","4,8","7,3",0,"-5,6",61,87,100,8,30
29.11.2016,"-5,3","-1,7",4,"7,5",0,"-7,5",54,83,100,5,17
30.11.2016,"-5,3","-0,2","3,9","5,8",0,-7,57,"79,5",97,6,22
01.12.2016,"3,2","4,7","6,7",0,0,"3,1",81,"91,1",100,10,30
02.12.2016,"-1,5","5,5","8,2",0,"0,7","-3,2",84,"97,3",100,7,26
03.12.2016,"-3,2","-1,5","0,2","0,1",0,"-5,2",100,100,100,3,7
04.12.2016,"-5,6","-0,9","5,2","7,3",0,-8,61,83,100,5,19
05.12.2016,"-2,3","0,7",5,"7,2",0,"-4,3",66,"77,3",97,8,30
06.12.2016,"-3,1","0,2","4,9","6,8",0,"-5,4",75,"91,9",100,6,19
07.12.2016,0,"2,8","5,6","0,7",0,"-0,6",78,86,94,10,26
08.12.2016,"3,5",5,"8,1","2,9","0,2","1,9",68,"79,2",95,9,26
09.12.2016,"5,3","8,1","10,5",0,0,"3,2",83,"89,4",96,7,22
10.12.2016,"2,5","7,3","10,5","2,9","1,1","0,7",78,92,100,6,22
11.12.2016,"7,2","8,5","11,2","0,1","0,7","6,7",80,"90,1",98,12,57
12.12.2016,"5,3",7,8,0,0,"3,5",90,"95,9",100,5,20
13.12.2016,"4,8","5,7","6,4",0,"2,5","3,7",88,"96,9",100,7,24
14.12.2016,"5,7","7,2","9,5","0,5",0,"3,2",93,"98,4",100,7,28
15.12.2016,"6,1","7,4","8,8",0,0,6,84,"90,7",100,14,43
16.12.2016,"2,4","4,6","6,7","5,9",0,"1,9",77,"86,2",92,15,44
17.12.2016,"1,4","4,4","6,1","1,5","0,1","-0,1",84,"92,6",100,6,24
18.12.2016,"4,7","5,9","7,4",0,0,"3,3",89,"98,3",100,5,15
19.12.2016,"1,2","4,4","7,7","6,8",0,"-0,4",72,"87,5",100,7,28
20.12.2016,"-1,9","1,6","7,2","6,5",0,"-3,8",67,"88,1",100,6,22
21.12.2016,"-0,3","2,2","5,2",5,"7,3","-1,6",79,"88,8",95,12,39
22.12.2016,"3,1","4,4",6,0,"4,3","2,8",97,"99,5",100,8,33
23.12.2016,"3,2","4,6","7,1","1,1","0,6","1,8",88,95,100,10,33
24.12.2016,"5,8","7,3","8,4","0,7","0,6","5,1",78,"89,1",100,11,44
25.12.2016,"7,5","8,8","9,9",0,"0,3","6,7",90,"94,1",99,13,44
26.12.2016,"3,6","7,6","10,8",2,"2,4","2,7",68,"88,6",100,12,61
27.12.2016,"2,8","4,9","8,1","5,8","0,1","0,6",82,"90,8",100,9,30
28.12.2016,"-0,6","4,1","5,9","0,1",0,"-2,8",83,"92,7",100,5,15
29.12.2016,"-2,9","1,6",7,"7,1",0,"-5,3",68,"88,8",100,7,28
30.12.2016,"-3,3","-0,2","5,4","7,2",0,"-5,8",74,"94,5",100,5,19
31.12.2016,"-4,7","-1,7","1,4","3,7",0,"-7,2",77,"91,5",100,6,19
