Datum,Tmin,Tmit,Tmax,Sges,Rges,Tbod,RFmin,RFmit,RFmax,Wmit,WBmax
17.11.2014,"7,3","9,8","13,7","4,1",0,"5,2",72,"88,7",99,10,33
18.11.2014,"7,9","8,8","9,9",0,0,"6,5",87,92,98,7,24
19.11.2014,"5,4",8,"8,6",0,0,"3,3",87,"91,2",99,5,17
20.11.2014,"1,8","4,6","7,7","1,6",0,"-0,9",85,"97,9",100,5,19
21.11.2014,1,"5,6","11,2","6,9",0,"-1,5",62,"85,5",100,8,30
22.11.2014,"5,1",8,"11,8","6,3",0,"3,4",80,"86,4",90,11,33
23.11.2014,"8,5","10,9","14,4","7,4",3,"6,7",72,"82,5",92,12,35
24.11.2014,"0,4","7,4","11,5","6,4",0,"-2,3",61,"89,8",100,7,33
25.11.2014,"-1,1","3,9","11,4","7,5",0,"-3,6",60,"87,5",100,5,22
26.11.2014,"4,1","5,5","6,9",0,0,"2,7",76,81,88,15,41
27.11.2014,"5,7","6,5","8,2",0,"0,8","4,8",79,"86,2",95,14,39
28.11.2014,"3,3","6,4","10,5",1,0,"1,2",72,"85,2",91,11,39
29.11.2014,"2,6","3,9","5,5","0,1",0,"0,7",82,"88,1",92,11,33
30.11.2014,3,"3,6","4,1",0,0,"2,9",90,"91,5",93,8,24
01.12.2014,2,"3,4","4,7",0,0,2,81,"87,1",96,9,26
02.12.2014,"1,2","2,3","3,5",0,0,"0,1",79,"84,5",88,9,28
03.12.2014,"-0,8","0,1","1,3",0,0,"-0,9",84,"90,3",97,10,30
04.12.2014,0,"2,3","3,6",0,0,"0,1",86,"87,7",90,6,17
05.12.2014,"2,8",4,"5,3",0,0,"2,5",85,"88,8",93,5,17
06.12.2014,"4,5","5,1",6,0,0,"3,9",91,"95,8",99,5,15
07.12.2014,"3,4","5,2","7,1","2,5",3,"1,4",67,"91,9",100,9,33
08.12.2014,"1,4","3,4","6,8","4,9","1,8","-2,1",76,"91,9",99,7,24
09.12.2014,"2,2","3,3","4,7",0,2,"-0,1",88,"94,3",100,7,31
10.12.2014,"3,5","5,3","9,2","2,5","3,5","0,6",73,"86,6",100,14,44
11.12.2014,"3,3",6,"8,4","0,1","4,4","1,3",78,"84,9",91,16,61
12.12.2014,"5,5","8,7","10,6",0,"7,6","4,8",76,"85,2",95,20,65
13.12.2014,"1,9","4,2","5,9",0,0,"0,7",85,"94,8",100,6,24
14.12.2014,"-1,3","1,7","6,5","5,2",0,"-3,6",75,"94,6",100,7,20
15.12.2014,"0,6","3,7","5,5",0,"2,3","-0,2",82,"92,3",98,10,33
16.12.2014,"2,1","5,5","7,6","0,9",0,"-0,8",84,"93,8",100,7,26
17.12.2014,"2,8","6,3","9,8",0,"6,2","0,8",87,"97,5",100,10,31
18.12.2014,"9,6","11,2","12,8",0,"0,1","9,1",87,"97,2",100,13,65
19.12.2014,"5,4","9,6","12,3",0,6,"4,2",80,"88,9",97,17,57
20.12.2014,"4,5",6,"8,1",0,"0,4","2,8",75,"85,5",90,15,54
21.12.2014,"3,8","6,4","8,6","0,1","0,1",2,81,"91,3",97,11,44
22.12.2014,"8,5","9,9","11,9",0,0,"8,1",82,"87,9",94,19,61
23.12.2014,"9,6","10,8","11,8",0,0,"9,2",79,"84,1",93,16,48
24.12.2014,"5,1","8,1","9,7",0,"3,1","3,5",76,"87,9",100,15,50
25.12.2014,"2,3","4,4","7,2","0,7","1,8",1,83,"89,6",95,10,37
26.12.2014,"1,4","2,8","4,6","1,5","3,2",0,91,"97,2",100,7,28
27.12.2014,"-1,4","1,1","3,1",0,"6,3","-2,1",71,"91,6",100,18,61
28.12.2014,"-4,4","-2,5","0,1",7,"1,9","-6,4",60,"79,3",97,11,44
29.12.2014,"-2,2","0,7","4,1","1,7","0,4","-3,3",72,"89,9",97,10,46
30.12.2014,"0,3","2,9","4,6",0,"0,1",0,86,"92,5",100,7,26
31.12.2014,"-0,4",3,"5,4",0,"0,3","-2,6",96,"98,7",100,5,17
